,gst (mol/m2s),tleaf(degC),par(micromol/m2),gblc(mol/m2s),An(micromol/m2s)
3142,0.10005,13.041,0.0,0.8853,-1.4069
3143,0.10005,12.722,0.0,0.83762,-1.3874
3144,0.10005,12.438,0.0,0.80214,-1.3702
3145,0.11358,13.388,148.12,0.893,3.1151
3146,0.15765,16.296,553.84,0.84979,10.717
3147,0.26757,19.911,1004.6,0.74691,26.694
3148,0.3158,23.168,1429.7,0.67973,33.141
3149,0.33536,26.011,1783.9,0.67721,35.692
3150,0.35559,28.375,2047.9,0.72363,38.3
3151,0.37428,30.334,2176.7,0.77391,40.684
3152,0.38936,31.472,2208.9,0.87166,42.589
3153,0.39541,31.935,2125.2,0.98936,43.351
3154,0.39481,31.795,1919.1,1.0771,43.274
3155,0.39106,31.044,1590.7,1.1359,42.804
3156,0.35043,29.9,1197.8,1.1759,37.638
3157,0.23686,28.364,747.04,1.2018,22.449
3158,0.13752,25.867,296.24,1.1903,7.4199
3159,0.10005,22.595,25.76,1.17,-1.2944
3160,0.10005,20.541,0.0,1.1627,-1.9544
3161,0.10005,19.338,0.0,1.0835,-1.854
3162,0.10005,18.475,0.0,0.99454,-1.7852
3163,0.10005,17.765,0.0,0.87753,-1.7305
3164,0.10005,17.018,0.0,0.78707,-1.6748
3165,0.10005,16.205,0.0,0.77391,-1.6162
3166,0.10005,15.525,0.0,0.75147,-1.5687
3167,0.10005,15.159,0.0,0.71171,-1.5437
3168,0.10005,14.797,0.0,0.63009,-1.5195
3169,0.11407,16.526,154.56,0.78489,3.2092
3170,0.19615,19.584,579.6,0.82941,16.599
3171,0.3037,23.684,1036.8,0.80427,31.545
3172,0.3516,27.179,1468.3,0.8417,37.788
3173,0.37643,29.996,1822.5,0.87558,40.957
3174,0.39107,31.76,2099.4,0.85381,42.804
3175,0.399,32.954,2247.6,0.81903,43.798
3176,0.39995,33.652,2266.9,0.79572,43.99
3177,0.39995,33.864,2157.4,0.80214,44.03
3178,0.39995,33.692,1944.9,0.83967,43.999
3179,0.39916,33.018,1610.0,0.89682,43.82
3180,0.35614,32.259,1210.7,0.94875,38.372
3181,0.23923,31.646,753.48,0.98763,22.783
3182,0.13495,29.922,289.8,0.99969,6.9859
3183,0.10005,26.073,19.32,1.0595,-1.8426
3184,0.10005,23.358,0.0,1.0866,-2.2112
3185,0.10005,21.656,0.0,1.0267,-2.0523
3186,0.10005,20.302,0.0,0.96484,-1.934
3187,0.10005,18.841,0.0,0.9157,-1.8141
3188,0.10005,17.517,0.0,0.85781,-1.7118
3189,0.10005,16.71,0.0,0.80852,-1.6523
3190,0.10005,16.433,0.0,0.7717,-1.6324
3191,0.10005,16.168,0.0,0.64618,-1.6135
3192,0.10005,15.812,0.0,0.54233,-1.5886
3193,0.11079,17.649,135.24,0.55191,2.5552
3194,0.18826,21.078,540.96,0.59373,15.428
3195,0.29855,24.881,1011.1,0.54233,30.861
3196,0.3466,28.41,1449.0,0.59084,37.143
3197,0.37847,31.298,1803.2,0.71411,41.214
3198,0.39232,33.133,2073.7,0.69468,42.961
3199,0.38414,34.378,2208.9,0.54233,41.93
3200,0.38772,34.866,2215.4,0.54233,42.381
3201,0.39995,34.906,2138.1,0.66959,44.092
3202,0.39994,34.748,1925.6,0.83147,44.097
3203,0.39994,34.141,1590.7,0.95593,44.068
3204,0.35211,33.455,1191.4,1.0416,37.853
3205,0.23625,32.66,740.6,1.0851,22.364
3206,0.13473,30.499,289.8,1.0611,6.9474
3207,0.10005,26.621,19.32,1.0787,-1.9008
3208,0.10005,24.028,0.0,1.0992,-2.2771
3209,0.10005,22.229,0.0,1.0482,-2.1044
3210,0.10005,20.562,0.0,1.0048,-1.9562
3211,0.10005,18.701,0.0,0.95055,-1.803
3212,0.10005,17.138,0.0,0.8853,-1.6836
3213,0.10005,16.265,0.0,0.83967,-1.6205
3214,0.10005,15.961,0.0,0.8232,-1.599
3215,0.10005,15.765,0.0,0.7914,-1.5853
3216,0.10005,15.43,0.0,0.73536,-1.5622
3217,0.11209,16.284,141.68,0.8064,2.8156
3218,0.19182,18.863,560.28,0.80214,15.957
3219,0.29966,22.732,1024.0,0.73536,31.008
3220,0.34007,26.923,1461.9,0.64618,36.303
3221,0.35899,30.019,1822.5,0.59947,38.735
3222,0.37939,32.267,2099.4,0.6328,41.331
3223,0.39994,33.861,2234.7,0.74231,44.029
3224,0.39996,34.779,2234.7,0.84979,44.096
3225,0.39994,35.218,2157.4,0.94513,44.068
3226,0.39995,34.983,1944.9,1.025,44.088
3227,0.39995,34.007,1610.0,1.0882,44.051
3228,0.3532,32.747,1197.8,1.1344,37.993
3229,0.23604,31.326,740.6,1.1553,22.335
3230,0.13414,28.62,283.36,1.1494,6.8478
3231,0.10005,24.55,19.32,1.1434,-1.6883
3232,0.10005,22.142,0.0,1.1494,-2.0964
3233,0.10005,20.59,0.0,1.0882,-1.9586
3234,0.10005,19.188,0.0,1.0065,-1.8419
3235,0.10005,17.844,0.0,0.93421,-1.7366
3236,0.10005,16.894,0.0,0.90253,-1.6657
3237,0.10005,16.305,0.0,0.90063,-1.6233
3238,0.10005,15.799,0.0,0.88916,-1.5876
3239,0.10005,15.31,0.0,0.87166,-1.554
3240,0.10005,14.875,0.0,0.85181,-1.5247
3241,0.11024,15.572,128.8,0.88143,2.4423
3242,0.18617,18.077,534.52,0.85381,15.114
3243,0.29295,22.178,998.2,0.74919,30.115
3244,0.33467,26.699,1429.7,0.59084,35.602
3245,0.35402,30.162,1783.9,0.54233,38.099
3246,0.37301,32.848,2060.8,0.54233,40.523
3247,0.39684,34.717,2189.6,0.61358,43.529
3248,0.39994,35.606,2189.6,0.81484,44.01
3249,0.39996,35.902,2105.9,0.93786,43.945
3250,0.39996,35.561,1886.9,1.0234,44.019
3251,0.39994,34.596,1552.0,1.0851,44.097
3252,0.34196,33.584,1152.8,1.1192,36.547
3253,0.22682,32.486,701.96,1.11,21.034
3254,0.12596,30.301,244.72,0.99969,5.4165
3255,0.10005,26.506,19.32,0.9415,-1.8885
3256,0.10005,24.483,0.0,1.0284,-2.3229
3257,0.10005,22.77,0.0,1.0284,-2.155
3258,0.10005,21.384,0.0,1.0116,-2.028
3259,0.10005,20.132,0.0,0.99626,-1.9197
3260,0.10005,19.004,0.0,0.98763,-1.8271
3261,0.10005,18.125,0.0,0.97718,-1.7581
3262,0.10005,17.468,0.0,0.95593,-1.7082
3263,0.10005,16.904,0.0,0.925,-1.6664
3264,0.10005,16.405,0.0,0.88723,-1.6304
3265,0.10798,16.961,115.92,0.88336,1.9785
3266,0.17973,19.348,502.32,0.87753,14.145
3267,0.28611,23.117,966.0,0.7914,29.199
3268,0.34851,27.56,1397.5,0.7093,37.393
3269,0.37329,31.19,1758.1,0.65929,40.557
3270,0.39096,34.115,2041.5,0.60515,42.79
3271,0.39995,35.554,2176.7,0.75147,44.02
3272,0.39925,36.295,2196.0,0.94513,43.831
3273,0.39919,36.323,2047.9,1.0803,43.822
3274,0.39996,35.837,1854.7,1.1612,43.961
3275,0.39996,34.704,1552.0,1.1918,44.097
3276,0.34349,33.363,1159.2,1.1846,36.744
3277,0.22679,32.124,701.96,1.1759,21.03
3278,0.12722,30.249,251.16,1.0929,5.6412
3279,0.10005,26.521,19.32,1.0133,-1.89
3280,0.10005,24.035,0.0,1.066,-2.2778
3281,0.10005,22.003,0.0,1.0563,-2.0838
3282,0.10005,20.189,0.0,1.0334,-1.9245
3283,0.10005,18.659,0.0,1.0082,-1.7997
3284,0.10005,17.659,0.0,0.98242,-1.7225
3285,0.10005,16.907,0.0,0.97367,-1.6666
3286,0.10005,16.138,0.0,0.95235,-1.6115
3287,0.10005,15.404,0.0,0.91196,-1.5604
3288,0.10005,14.753,0.0,0.85381,-1.5165
3289,0.10935,15.143,122.36,0.82735,2.2596
3290,0.18229,17.519,528.08,0.75375,14.53
3291,0.29102,21.77,991.76,0.62737,29.858
3292,0.3324,26.679,1423.2,0.56418,35.31
3293,0.36183,30.33,1783.9,0.60515,39.098
3294,0.38931,32.854,2060.8,0.68725,42.582
3295,0.39993,34.911,2202.5,0.79356,44.092
3296,0.39935,36.256,2234.7,0.90063,43.844
3297,0.39396,36.759,2151.0,1.0014,43.656
3298,0.3859,36.642,1944.9,1.0945,43.704
3299,0.39943,35.492,1603.6,1.1686,44.03
3300,0.35278,34.255,1191.4,1.2216,37.939
3301,0.23312,32.841,727.72,1.2327,21.924
3302,0.13224,30.31,276.92,1.1802,6.5191
3303,0.10005,26.438,19.32,1.1344,-1.8812
3304,0.10005,23.983,0.0,1.1419,-2.2726
3305,0.10005,22.186,0.0,1.11,-2.1005
3306,0.10005,20.591,0.0,1.0756,-1.9587
3307,0.10005,19.228,0.0,1.0284,-1.8451
3308,0.10005,18.267,0.0,0.99797,-1.769
3309,0.10005,17.554,0.0,0.98763,-1.7146
3310,0.10005,17.001,0.0,0.96838,-1.6735
3311,0.10005,16.597,0.0,0.93604,-1.6442
3312,0.10005,16.287,0.0,0.90442,-1.622
3313,0.10896,16.954,122.36,0.92685,2.1813
3314,0.18519,19.541,528.08,0.94332,14.967
3315,0.29248,23.342,991.76,0.83967,30.053
3316,0.3489,27.665,1429.7,0.70203,37.442
3317,0.37316,31.066,1790.3,0.66959,40.541
3318,0.39752,33.427,2067.2,0.72599,43.614
3319,0.39997,35.192,2202.5,0.81903,44.071
3320,0.36513,36.81,2234.7,0.91383,43.634
3321,0.31057,38.05,2144.5,1.0099,42.937
3322,0.29492,38.063,1932.0,1.1131,42.928
3323,0.31435,36.719,1584.2,1.1961,43.673
3324,0.34827,34.442,1178.5,1.2534,37.516
3325,0.23153,32.678,721.28,1.2777,21.7
3326,0.1312,29.737,270.48,1.2588,6.3386
3327,0.10005,25.802,19.32,1.2341,-1.8144
3328,0.10005,23.105,0.0,1.2032,-2.1868
3329,0.10005,21.17,0.0,1.1449,-2.009
3330,0.10005,19.692,0.0,1.0866,-1.8831
3331,0.10005,18.605,0.0,1.0514,-1.7954
3332,0.10005,17.744,0.0,1.03,-1.729
3333,0.10005,16.773,0.0,1.0267,-1.6569
3334,0.10005,15.669,0.0,1.02,-1.5787
3335,0.10005,14.683,0.0,1.0099,-1.5119
3336,0.10005,13.965,0.0,0.99282,-1.4651
3337,0.10949,14.273,122.36,1.0065,2.2937
3338,0.16681,16.802,528.08,0.99109,12.158
3339,0.29188,21.077,998.2,0.91383,29.972
3340,0.33706,25.238,1423.2,0.85781,35.913
3341,0.36428,28.768,1783.9,0.83558,39.411
3342,0.38997,31.594,2054.4,0.86179,42.666
3343,0.39996,33.733,2189.6,0.925,44.006
3344,0.33966,35.748,2202.5,0.99454,43.981
3345,0.2704,37.408,2112.3,1.0498,42.007
3346,0.24243,37.801,1899.8,1.1223,40.154
3347,0.24858,36.68,1564.9,1.2103,40.456
3348,0.29171,33.909,1159.2,1.3042,36.8
3349,0.22663,30.732,701.96,1.372,21.007
3350,0.12968,26.983,257.6,1.3807,6.0744
3351,0.10005,23.358,19.32,1.3212,-1.5748
3352,0.10005,21.015,0.0,1.2479,-1.9954
3353,0.10005,19.401,0.0,1.1671,-1.8592
3354,0.10005,18.18,0.0,1.1344,-1.7623
3355,0.10005,17.277,0.0,1.1085,-1.6939
3356,0.10005,16.417,0.0,1.0627,-1.6313
3357,0.10005,15.652,0.0,1.0267,-1.5775
3358,0.10005,15.034,0.0,0.99282,-1.5353
3359,0.10005,14.53,0.0,0.96129,-1.5018
3360,0.10005,14.062,0.0,0.93054,-1.4713
3361,0.10852,14.358,115.92,0.92315,2.0917
3362,0.16935,16.931,521.64,0.89873,12.551
3363,0.28906,21.327,985.32,0.82112,29.597
3364,0.33454,25.301,1423.2,0.7717,35.585
3365,0.36059,28.724,1783.9,0.76502,38.94
3366,0.38705,31.507,2067.2,0.82112,42.298
3367,0.28574,34.654,2202.5,0.88916,40.708
3368,0.19384,37.492,2234.7,0.97718,34.543
3369,0.16207,38.578,2144.5,1.0708,31.12
3370,0.15693,38.027,1932.0,1.1788,30.558
3371,0.17041,35.953,1590.7,1.2696,32.113
3372,0.20319,32.77,1185.0,1.325,34.856
3373,0.23085,28.887,721.28,1.3315,21.607
3374,0.1325,25.817,270.48,1.2764,6.5654
3375,0.10005,22.503,19.32,1.1802,-1.4971
3376,0.10005,20.46,0.0,1.1162,-1.9475
3377,0.10005,18.783,0.0,1.053,-1.8095
3378,0.10005,17.319,0.0,1.0116,-1.697
3379,0.10005,16.188,0.0,0.99109,-1.615
3380,0.10005,15.351,0.0,0.97718,-1.5568
3381,0.10005,14.774,0.0,0.96307,-1.5179
3382,0.10005,14.275,0.0,0.94875,-1.4851
3383,0.10005,13.732,0.0,0.93786,-1.4502
3384,0.10005,13.234,0.0,0.91196,-1.4189
3385,0.11055,13.895,128.8,0.9415,2.5058
3386,0.16499,16.708,553.84,0.94513,11.875
3387,0.28817,20.65,1030.4,0.8697,29.473
3388,0.33264,25.022,1474.8,0.77612,35.341
3389,0.28256,28.961,1841.8,0.69959,35.989
3390,0.16792,33.363,2118.8,0.69713,29.321
3391,0.11764,36.733,2254.0,0.76278,23.488
3392,0.10015,39.011,2273.3,0.86179,21.048
3393,0.10005,39.611,2170.3,0.97543,21.271
3394,0.10005,13.618,0.0,0.85781,-1.443
3395,0.10005,12.922,0.0,0.7914,-1.3996
3396,0.10005,12.42,0.0,0.73769,-1.3691
3397,0.10005,11.809,0.0,0.65145,-1.333
3398,0.10005,11.313,0.0,0.61636,-1.3043
3399,0.11984,13.007,186.76,0.78271,4.3055
3400,0.14741,15.616,598.92,0.82528,9.0664
3401,0.24639,19.458,1036.8,0.78924,23.78
3402,0.31937,23.318,1429.7,0.83967,33.609
3403,0.34923,26.525,1816.1,0.92869,37.485
3404,0.36151,27.853,1841.8,0.97367,39.057
3405,0.36505,28.307,1964.2,0.96307,39.51
3406,0.35439,27.132,1500.5,0.93604,38.146
3407,0.34349,26.069,1197.8,0.8598,36.746
3408,0.25999,25.236,850.08,0.78707,25.656
3409,0.19455,24.831,566.72,0.80852,16.363
3410,0.25572,25.833,830.76,0.88723,25.071
3411,0.19744,24.963,579.6,0.93237,16.789
3412,0.12258,22.663,212.52,0.93604,4.8055
3413,0.10005,19.436,0.0,1.0183,-1.862
3414,0.10005,17.53,0.0,1.1115,-1.7128
3415,0.10005,16.264,0.0,1.0563,-1.6204
3416,0.10005,15.493,0.0,0.96484,-1.5666
3417,0.10005,15.184,0.0,0.91383,-1.5455
3418,0.10005,14.936,0.0,0.83762,-1.5287
3419,0.10005,13.956,0.0,0.71171,-1.4645
3420,0.10005,13.674,0.0,0.74691,-1.4465
3421,0.10005,13.652,0.0,0.76948,-1.4451
3422,0.10005,13.763,0.0,0.77832,-1.4521
3423,0.1164,15.084,167.44,0.88916,3.6592
3424,0.17381,17.144,553.84,0.96129,13.241
3425,0.28402,20.799,966.0,0.97367,28.919
3426,0.32653,23.941,1423.2,0.97015,34.545
3427,0.34406,25.778,1700.2,0.95772,36.82
3428,0.35911,27.409,1886.9,1.0234,38.75
3429,0.37221,28.66,2086.6,1.1146,40.421
3430,0.37847,29.229,2157.4,1.1627,41.215
3431,0.37606,28.855,1938.4,1.2117,40.909
3432,0.37027,28.171,1758.1,1.2588,40.174
3433,0.35699,26.762,1391.0,1.291,38.481
3434,0.30347,25.104,1030.4,1.2506,31.514
3435,0.21282,23.137,650.44,1.17,19.032
3436,0.12646,20.798,231.84,1.074,5.508
3437,0.10005,18.217,19.32,0.99454,-1.1508
3438,0.10005,16.687,0.0,1.0167,-1.6507
3439,0.10005,15.572,0.0,0.99109,-1.5719
3440,0.10005,14.711,0.0,0.94332,-1.5138
3441,0.10005,13.963,0.0,0.89108,-1.4649
3442,0.10005,13.225,0.0,0.84778,-1.4183
3443,0.10005,12.555,0.0,0.8064,-1.3773
3444,0.10005,11.869,0.0,0.74231,-1.3365
3445,0.10005,11.231,0.0,0.67721,-1.2996
3446,0.10005,10.781,0.0,0.64086,-1.2743
3447,0.11883,12.693,180.32,0.78052,4.1157
3448,0.15021,15.816,611.8,0.85781,9.5225
3449,0.26266,19.81,1062.6,0.79356,26.022
3450,0.31961,23.339,1500.5,0.82528,33.64
3451,0.34347,26.118,1874.0,0.84778,36.743
3452,0.36307,28.438,2138.1,0.87362,39.258
3453,0.37502,29.825,2247.6,0.87753,40.779
3454,0.37874,30.259,2080.1,0.87558,41.248
3455,0.38464,30.935,2138.1,0.87362,41.993
3456,0.3827,30.737,1912.7,0.8697,41.747
3457,0.37615,30.003,1577.8,0.86773,40.921
3458,0.34108,28.896,1165.6,0.8853,36.434
3459,0.22138,27.237,682.64,0.88723,20.259
3460,0.12683,24.332,238.28,0.82528,5.5707
3461,0.10005,21.152,19.32,0.94875,-1.3805
3462,0.10005,18.596,0.0,1.0627,-1.7947
3463,0.10005,17.062,0.0,1.1284,-1.678
3464,0.10005,16.549,0.0,1.1115,-1.6408
3465,0.10005,16.434,0.0,1.066,-1.6324
3466,0.10005,16.03,0.0,0.93786,-1.6038
3467,0.10005,15.1,0.0,0.75602,-1.5398
3468,0.10005,14.661,0.0,0.68225,-1.5104
3469,0.10005,14.698,0.0,0.68475,-1.5129
3470,0.10005,14.923,0.0,0.70446,-1.5279
3471,0.12051,16.092,193.2,0.82735,4.4305
3472,0.20274,18.661,611.8,0.96662,17.567
3473,0.30334,21.945,1062.6,0.99282,31.497
3474,0.33594,24.776,1481.2,1.0014,35.769
3475,0.35462,26.951,1835.4,0.99797,38.176
3476,0.36837,28.508,2099.4,1.0167,39.932
3477,0.37526,29.101,2241.1,1.0771,40.807
3478,0.37454,28.803,2247.6,1.1612,40.718
3479,0.37214,28.435,2170.3,1.2061,40.412
3480,0.36335,27.458,1951.3,1.2018,39.293
3481,0.34837,25.922,1610.0,1.1903,37.373
3482,0.32649,23.934,1204.3,1.1642,34.535
3483,0.2326,21.783,740.6,1.1207,21.851
3484,0.13499,19.23,276.92,1.0514,6.9933
3485,0.10005,16.357,19.32,0.9859,-1.0206
3486,0.10005,14.723,0.0,0.97015,-1.5145
3487,0.10005,13.494,0.0,0.90253,-1.4352
3488,0.10005,12.39,0.0,0.82735,-1.3674
3489,0.10005,11.307,0.0,0.72126,-1.3039
3490,0.10005,10.447,0.0,0.65669,-1.2558
3491,0.10005,9.7831,0.0,0.61636,-1.2197
3492,0.10005,9.1688,0.0,0.57618,-1.1873
3493,0.10005,8.7686,0.0,0.54233,-1.1667
3494,0.10005,8.5474,0.0,0.54233,-1.1554
3495,0.11334,10.828,225.4,0.54567,3.0664
3496,0.12951,13.93,669.76,0.54233,6.0442
3497,0.19194,17.903,1133.4,0.54233,15.973
3498,0.29214,20.989,1558.5,0.54233,30.004
3499,0.31167,23.087,1906.2,0.60515,32.597
3500,0.32724,24.255,2157.4,0.78052,34.638
3501,0.33773,25.256,2266.9,0.87558,36.0
3502,0.34443,25.955,2260.4,0.91943,36.866
3503,0.34999,26.548,2170.3,0.94875,37.582
3504,0.35193,26.761,1944.9,0.95593,37.831
3505,0.34823,26.277,1597.1,0.96484,37.356
3506,0.34026,25.214,1185.0,0.98416,36.328
3507,0.23064,23.845,727.72,1.0065,21.574
3508,0.13352,21.127,270.48,1.0031,6.7421
3509,0.10005,17.533,19.32,1.0183,-1.1016
3510,0.10005,15.372,0.0,1.0449,-1.5582
3511,0.10005,14.207,0.0,1.02,-1.4807
3512,0.10005,13.228,0.0,0.97893,-1.4185
3513,0.10005,12.459,0.0,0.91757,-1.3715
3514,0.10005,12.029,0.0,0.86378,-1.3459
3515,0.10005,11.649,0.0,0.8064,-1.3237
3516,0.10005,11.144,0.0,0.72835,-1.2947
3517,0.10005,10.462,0.0,0.61078,-1.2566
3518,0.10005,9.881,0.0,0.54233,-1.225
3519,0.11493,11.292,218.96,0.62737,3.3743
3520,0.13203,14.229,663.32,0.54233,6.4823
3521,0.20404,18.321,1120.6,0.54233,17.755
3522,0.3013,22.002,1545.6,0.54233,31.227
3523,0.32207,25.369,1893.4,0.54233,33.962
3524,0.34059,28.196,2151.0,0.54233,36.371
3525,0.35853,29.886,2254.0,0.60515,38.677
3526,0.36916,30.928,2234.7,0.6355,40.033
3527,0.3723,31.093,2067.2,0.65669,40.433
3528,0.37407,30.451,1732.4,0.75375,40.658
3529,0.37219,29.604,1397.5,0.85581,40.419
3530,0.31297,28.614,1056.2,0.93054,32.766
3531,0.22886,27.123,714.84,0.97543,21.323
3532,0.12814,23.915,244.72,1.0014,5.8022
3533,0.10005,19.467,19.32,1.0611,-1.2448
3534,0.10005,16.551,0.0,1.0976,-1.6408
3535,0.10005,15.007,0.0,1.0945,-1.5335
3536,0.10005,13.937,0.0,1.0627,-1.4633
3537,0.10005,12.937,0.0,0.98763,-1.4005
3538,0.10005,12.063,0.0,0.86575,-1.3479
3539,0.10005,11.361,0.0,0.78924,-1.3071
3540,0.10005,10.799,0.0,0.76725,-1.2752
3541,0.10005,10.299,0.0,0.74231,-1.2476
3542,0.10005,9.6889,0.0,0.67468,-1.2147
3543,0.11486,11.264,193.2,0.79786,3.3599
3544,0.13101,14.102,618.24,0.76725,6.3057
3545,0.21023,18.513,1069.0,0.61078,18.656
3546,0.30677,22.652,1487.6,0.5672,31.95
3547,0.33265,25.73,1854.7,0.66446,35.343
3548,0.35493,28.07,2112.3,0.75602,38.215
3549,0.37387,29.789,2260.4,0.85781,40.632
3550,0.38512,30.515,2247.6,0.97893,42.053
3551,0.38789,30.499,2163.8,1.0976,42.403
3552,0.38197,29.624,1951.3,1.1975,41.658
3553,0.36756,27.869,1597.1,1.2737,39.829
3554,0.34398,25.589,1191.4,1.3108,36.807
3555,0.23181,23.158,734.16,1.2976,21.739
3556,0.13605,20.383,283.36,1.223,7.1748
3557,0.10005,17.292,19.32,1.1131,-1.0847
3558,0.10005,15.25,0.0,1.1007,-1.55
3559,0.10005,13.548,0.0,1.0787,-1.4385
3560,0.10005,12.205,0.0,1.035,-1.3563
3561,0.10005,11.269,0.0,0.97893,-1.3018
3562,0.10005,10.476,0.0,0.92315,-1.2573
3563,0.10005,9.8184,0.0,0.88336,-1.2216
3564,0.10005,9.1931,0.0,0.83147,-1.1886
3565,0.10005,8.5442,0.0,0.75147,-1.1553
3566,0.10005,8.007,0.0,0.69959,-1.1284
3567,0.11071,9.8389,225.4,0.84778,2.5383
3568,0.12302,12.993,663.32,0.82112,4.8871
3569,0.16715,16.825,1120.6,0.74231,12.211
3570,0.26436,19.847,1519.8,0.73769,26.255
3571,0.30736,22.287,1764.6,0.72835,32.028
3572,0.32382,24.25,1861.2,0.69468,34.19
3573,0.33498,25.958,1970.6,0.67721,35.643
3574,0.34635,27.204,2080.1,0.71889,37.113
3575,0.35408,27.786,2067.2,0.78489,38.106
3576,0.35562,27.679,1957.8,0.8417,38.304
3577,0.34801,26.5,1603.6,0.89491,37.328
3578,0.33766,24.988,1191.4,0.94875,35.991
3579,0.23032,23.133,727.72,0.98068,21.53
3580,0.13362,20.485,270.48,1.02,6.7593
3581,0.10005,17.408,19.32,1.0676,-1.0928
3582,0.10005,14.917,0.0,1.0514,-1.5275
3583,0.10005,13.225,0.0,0.99626,-1.4183
3584,0.10005,11.992,0.0,0.92315,-1.3437
3585,0.10005,10.993,0.0,0.81484,-1.2861
3586,0.10005,10.097,0.0,0.69221,-1.2366
3587,0.10005,9.2391,0.0,0.58209,-1.191
3588,0.10005,8.6738,0.0,0.555,-1.1618
3589,0.10005,8.2788,0.0,0.54233,-1.1419
3590,0.10005,8.1969,0.0,0.54233,-1.1378
3591,0.1121,10.4,225.4,0.54233,2.8175
3592,0.12893,13.852,676.2,0.62737,5.9414
3593,0.20203,18.253,1152.8,0.61913,17.466
3594,0.30297,21.922,1590.7,0.57914,31.448
3595,0.31927,24.931,1951.3,0.54233,33.597
3596,0.33416,27.229,2208.9,0.54233,35.536
3597,0.34442,28.764,2312.0,0.54233,36.866
3598,0.35157,29.262,2299.1,0.57914,37.786
3599,0.35783,29.082,2202.5,0.67214,38.587
3600,0.36037,28.509,1977.1,0.79572,38.911
3601,0.35703,27.545,1616.4,0.91196,38.484
3602,0.33489,26.126,1152.8,1.0167,35.63
3603,0.2176,24.423,669.76,1.1115,19.72
3604,0.12871,21.259,244.72,1.173,5.9072
3605,0.10005,17.15,19.32,1.2018,-1.0747
3606,0.10005,14.733,0.0,1.186,-1.5152
3607,0.10005,13.467,0.0,1.0866,-1.4334
3608,0.10005,12.557,0.0,0.99454,-1.3774
3609,0.10005,11.741,0.0,0.94332,-1.329
3610,0.10005,10.879,0.0,0.89682,-1.2797
3611,0.10005,10.168,0.0,0.86378,-1.2405
3612,0.10005,9.6173,0.0,0.83353,-1.2109
3613,0.10005,9.1045,0.0,0.78924,-1.184
3614,0.10005,8.5807,0.0,0.73536,-1.1571
3615,0.11171,10.241,218.96,0.91383,2.7402
3616,0.12438,13.208,663.32,0.95593,5.1336
3617,0.16306,16.604,1127.0,0.95414,11.571
3618,0.23419,19.163,1552.0,0.96129,22.075
3619,0.30165,21.801,1899.8,0.97893,31.273
3620,0.32758,24.033,2157.4,0.99969,34.682
3621,0.34375,25.543,2254.0,1.0234,36.779
3622,0.35143,26.421,2234.7,1.0482,37.768
3623,0.35425,26.676,2157.4,1.0803,38.13
3624,0.34575,25.675,1719.5,1.1085,37.037
3625,0.3337,24.573,1403.9,1.1146,35.476
3626,0.27511,22.782,920.92,1.1131,27.716
3627,0.18132,20.577,508.76,1.1054,14.384
3628,0.11914,17.743,186.76,1.1146,4.1774
3629,0.10005,15.268,12.88,1.1449,-1.15
3630,0.10005,14.179,0.0,1.1434,-1.4788
3631,0.10005,13.571,0.0,1.0976,-1.44
3632,0.10005,12.991,0.0,1.0416,-1.4038
3633,0.10005,12.476,0.0,1.0133,-1.3725
3634,0.10005,11.917,0.0,0.99454,-1.3393
3635,0.10005,11.308,0.0,0.96484,-1.304
3636,0.10005,10.508,0.0,0.91383,-1.2591
3637,0.10005,9.8678,0.0,0.8853,-1.2243
3638,0.10005,9.4407,0.0,0.84778,-1.2016
3639,0.11297,10.695,141.68,0.97191,2.9925
3640,0.12526,13.339,425.04,1.0048,5.2915
3641,0.16044,16.457,805.0,1.0116,11.159
3642,0.23036,19.065,1159.2,1.0334,21.534
3643,0.29004,20.811,1642.2,1.0465,29.726
3644,0.30403,22.004,2022.2,1.0756,31.588
3645,0.30888,22.417,2080.1,1.0913,32.229
3646,0.31065,22.568,2112.3,1.0771,32.463
3647,0.31395,22.851,1938.4,1.0627,32.897
3648,0.32225,23.568,1822.5,1.04,33.987
3649,0.31788,23.189,1532.7,1.0334,33.413
3650,0.30312,21.926,1146.3,1.0563,31.467
3651,0.22168,20.159,695.52,1.0882,20.301
3652,0.13044,17.802,251.16,1.1177,6.2063
3653,0.10005,15.101,19.32,1.1553,-0.93889
3654,0.10005,13.563,0.0,1.1788,-1.4395
3655,0.10005,12.637,0.0,1.1419,-1.3822
3656,0.10005,12.059,0.0,1.1085,-1.3476
3657,0.10005,11.699,0.0,1.0866,-1.3266
3658,0.10005,11.411,0.0,1.0563,-1.3099
3659,0.10005,10.869,0.0,0.99797,-1.2792
3660,0.10005,10.534,0.0,0.97015,-1.2605
3661,0.10005,10.362,0.0,0.92129,-1.2511
3662,0.10005,10.271,0.0,0.86378,-1.2461
3663,0.11094,11.321,128.8,0.94513,2.5882
3664,0.12618,13.473,399.28,1.0031,5.4565
3665,0.15544,16.157,766.36,1.0334,10.364
3666,0.21196,18.554,1204.3,1.0547,18.905
3667,0.28325,20.23,1436.1,1.0627,28.816
3668,0.2993,21.601,1674.4,1.0756,30.961
3669,0.31075,22.578,1861.2,1.1023,32.477
3670,0.31583,23.012,1874.0,1.1404,33.144
3671,0.319,23.285,1867.6,1.1831,33.559
3672,0.30724,22.276,1449.0,1.2145,32.012
