,gst (mol/m2s),tleaf(degC),par(micromol/m2),gblc(mol/m2s),An(micromol/m2s)
0,0.10005,3.4126,0.0,0.6355,-0.92259
1,0.10005,3.1436,0.0,0.61636,-0.91178
2,0.10005,2.9878,0.0,0.61636,-0.90557
3,0.10005,2.7206,0.0,0.64882,-0.89503
4,0.10005,2.4232,0.0,0.67973,-0.88344
5,0.1044,4.2262,109.48,0.7914,1.1875
6,0.1061,6.8263,296.24,0.91757,1.5673
7,0.11148,10.154,540.96,0.95414,2.6957
8,0.14224,15.206,1255.8,1.0945,8.2179
9,0.20076,18.197,1590.7,1.1656,17.279
10,0.29086,20.882,1912.7,1.2313,29.838
11,0.31421,22.873,2093.0,1.279,32.931
12,0.32037,23.403,1822.5,1.3029,33.738
13,0.31814,23.211,1352.4,1.3468,33.447
14,0.30354,21.978,1043.3,1.4126,31.523
15,0.25247,20.621,830.76,1.3392,24.622
16,0.24632,20.237,805.0,1.4065,23.771
17,0.17022,17.888,457.24,1.459,12.685
18,0.1295,15.686,244.72,1.271,6.0422
19,0.10005,12.9,45.08,1.1598,-0.018471
20,0.10005,11.115,0.0,1.1583,-1.293
21,0.10005,9.9658,0.0,1.1494,-1.2295
22,0.10005,8.982,0.0,1.1568,-1.1776
23,0.10005,8.3447,0.0,1.1946,-1.1452
24,0.10005,7.9125,0.0,1.2299,-1.1237
25,0.10005,7.5825,0.0,1.2561,-1.1076
26,0.10005,7.4909,0.0,1.2629,-1.1031
27,0.10005,8.0869,0.0,1.3379,-1.1323
28,0.10005,8.3632,0.0,1.3147,-1.1461
29,0.10757,8.857,103.04,1.3569,1.888
30,0.1102,9.6121,418.6,1.3943,2.4389
31,0.11482,11.244,695.52,1.415,3.353
32,0.12262,12.917,727.72,1.452,4.8138
33,0.13909,14.924,920.92,1.4614,7.6855
34,0.17067,16.988,1313.8,1.4543,12.754
35,0.19076,17.841,1178.5,1.459,15.8
36,0.20531,18.344,1101.2,1.4543,17.945
37,0.23313,19.131,1210.7,1.4567,21.925
38,0.2421,19.349,1127.0,1.4366,23.182
39,0.24315,19.374,1056.2,1.4113,23.328
40,0.21497,18.64,798.56,1.3645,19.341
41,0.17923,17.381,547.4,1.2615,14.067
42,0.14119,15.809,309.12,1.0724,8.0399
43,0.10005,12.496,45.08,0.8064,0.002015
44,0.10005,10.778,0.0,0.73769,-1.2741
45,0.10005,9.8849,0.0,0.67973,-1.2252
46,0.10005,8.9786,0.0,0.63009,-1.1775
47,0.10005,8.2385,0.0,0.59947,-1.1399
48,0.10005,7.5839,0.0,0.58794,-1.1076
49,0.10005,6.8822,0.0,0.58794,-1.0741
50,0.10005,6.1893,0.0,0.59084,-1.042
51,0.10005,5.554,0.0,0.61078,-1.0134
52,0.10005,5.0854,0.0,0.65669,-0.99277
53,0.10636,7.1056,173.88,0.88916,1.6271
54,0.10923,9.1408,367.08,1.02,2.2392
55,0.11737,11.893,586.04,1.1759,3.8418
56,0.12766,13.676,695.52,1.0367,5.7177
57,0.13869,14.894,1024.0,0.92129,7.6172
58,0.18032,17.434,1848.3,0.86179,14.232
59,0.18158,17.491,1584.2,0.69713,14.423
60,0.20848,18.455,1545.6,0.73303,18.407
61,0.21612,18.679,1519.8,0.89108,19.505
62,0.18825,17.754,1378.2,0.86575,15.425
63,0.17044,16.985,1249.4,0.92685,12.724
64,0.17706,17.29,1011.1,0.98763,13.737
65,0.15515,16.14,650.44,0.97543,10.318
66,0.13452,14.489,283.36,0.82112,6.9113
67,0.10005,11.984,38.64,0.70203,-0.16832
68,0.10005,10.995,0.0,0.80001,-1.2863
69,0.10005,10.12,0.0,0.88723,-1.2379
70,0.10005,9.4434,0.0,0.97367,-1.2017
71,0.10005,8.6215,0.0,0.99626,-1.1592
72,0.10005,8.3453,0.0,1.1085,-1.1452
73,0.10005,7.9267,0.0,1.2602,-1.1244
74,0.10005,6.918,0.0,0.66446,-1.0758
75,0.10005,6.627,0.0,0.54233,-1.0622
76,0.10005,6.3987,0.0,0.6328,-1.0516
77,0.10728,7.895,115.92,1.1007,1.826
78,0.10851,8.7374,373.52,1.1253,2.0903
79,0.11284,10.644,721.28,1.1788,2.968
80,0.12817,13.74,998.2,1.2963,5.8076
81,0.1468,15.563,972.44,1.3238,8.9663
82,0.1638,16.639,1030.4,1.3238,11.688
83,0.18166,17.483,1165.6,1.3405,14.435
84,0.18877,17.767,1114.1,1.3481,15.503
85,0.19039,17.828,1127.0,1.3366,15.746
86,0.17824,17.338,940.24,1.3068,13.916
87,0.15916,16.379,631.12,1.2884,10.956
88,0.15181,15.919,489.44,1.2884,9.7817
89,0.14,15.06,302.68,1.2737,7.8413
90,0.11351,13.837,148.12,1.2046,3.1015
91,0.10005,12.511,38.64,1.2188,-0.19518
92,0.10005,11.712,0.0,1.3405,-1.3273
93,0.10005,11.003,0.0,1.2844,-1.2867
94,0.10005,10.746,0.0,1.3238,-1.2723
95,0.10005,10.495,0.0,1.3894,-1.2584
96,0.10005,10.37,0.0,1.4684,-1.2515
97,0.10005,10.237,0.0,1.4246,-1.2442
98,0.10005,10.018,0.0,1.2424,-1.2324
99,0.10005,9.8019,0.0,1.0133,-1.2207
100,0.10005,9.3906,0.0,0.72599,-1.1989
101,0.10005,9.6612,12.88,0.74231,-0.82809
102,0.10233,10.216,64.4,1.0465,0.68923
103,0.10469,10.607,83.72,1.0644,1.2541
104,0.1135,10.861,180.32,1.2159,3.0997
105,0.11561,11.46,592.48,1.2396,3.506
106,0.11702,11.812,560.28,1.1642,3.7752
107,0.12154,12.738,540.96,0.95055,4.618
108,0.13671,14.706,998.2,0.99282,7.2847
109,0.14733,15.612,933.8,0.74691,9.0528
110,0.15391,16.064,862.96,0.85381,10.12
111,0.14457,15.395,470.12,0.99797,8.5999
112,0.12951,15.381,244.72,0.98936,6.0467
113,0.11436,14.934,154.56,0.93054,3.2651
114,0.10954,13.984,122.36,0.79572,2.3045
115,0.10005,11.667,25.76,0.56418,-0.54309
116,0.10005,10.544,0.0,0.74,-1.2611
117,0.10005,9.0871,0.0,0.61913,-1.1831
118,0.10005,8.8822,0.0,0.54233,-1.1725
119,0.10005,9.3605,0.0,0.72126,-1.1973
120,0.10005,9.0858,0.0,0.74919,-1.183
121,0.10005,8.749,0.0,0.66959,-1.1657
122,0.10005,9.5179,0.0,0.79786,-1.2056
123,0.10005,9.4886,0.0,0.73536,-1.2041
124,0.10005,9.5536,0.0,0.71889,-1.2075
125,0.10005,10.809,32.2,0.85381,-0.30503
126,0.11776,12.835,173.88,0.96307,3.9165
127,0.14197,15.183,373.52,0.95414,8.1684
128,0.18083,17.454,605.36,0.9157,14.31
129,0.2814,20.173,1049.7,0.84778,28.566
130,0.31371,22.829,1526.3,0.74,32.863
131,0.32579,25.19,1886.9,0.61078,34.448
132,0.32836,26.142,1932.0,0.55808,34.782
133,0.33337,26.577,2009.3,0.58502,35.436
134,0.33076,25.979,1809.6,0.60515,35.096
135,0.32478,24.846,1500.5,0.6328,34.316
136,0.31401,23.452,1152.8,0.60515,32.904
137,0.23557,21.862,753.48,0.57021,22.269
138,0.14595,20.08,334.88,0.54233,8.8283
139,0.10005,16.992,51.52,0.5488,-0.04937
140,0.10005,15.09,0.0,0.60515,-1.5391
141,0.10005,14.056,0.0,0.60797,-1.4709
142,0.10005,13.464,0.0,0.60797,-1.4333
143,0.10005,12.973,0.0,0.60515,-1.4027
144,0.10005,12.413,0.0,0.60232,-1.3688
145,0.10005,11.994,0.0,0.59947,-1.3438
146,0.10005,11.905,0.0,0.58794,-1.3386
147,0.10005,12.159,0.0,0.55808,-1.3536
148,0.10005,12.807,0.0,0.54233,-1.3926
149,0.10171,13.817,64.4,0.54233,0.52815
150,0.1329,16.289,264.04,0.62737,6.6348
151,0.17953,18.374,502.32,0.73536,14.115
152,0.20056,20.351,598.92,0.8232,17.248
153,0.20236,21.639,605.36,0.85581,17.512
154,0.29086,23.256,985.32,0.87362,29.836
155,0.32621,24.106,1127.0,0.90631,34.503
156,0.3451,25.963,1764.6,0.9415,36.953
157,0.34987,26.444,1893.4,0.97543,37.567
158,0.34649,25.967,1674.4,0.99454,37.131
159,0.33987,25.143,1391.0,0.99109,36.277
160,0.31039,24.098,1062.6,0.95772,32.428
161,0.2127,22.765,650.44,0.8598,19.014
162,0.1409,20.998,309.12,0.72363,7.9893
163,0.10005,17.467,51.52,0.59661,-0.079121
164,0.10005,15.736,0.0,0.61913,-1.5833
165,0.10005,14.844,0.0,0.62189,-1.5226
166,0.10005,14.259,0.0,0.62463,-1.484
167,0.10005,13.641,0.0,0.61078,-1.4444
168,0.10005,12.813,0.0,0.57914,-1.3929
169,0.10005,12.376,0.0,0.56113,-1.3665
170,0.10005,12.346,0.0,0.55191,-1.3647
171,0.10005,12.249,0.0,0.54233,-1.3589
172,0.10005,11.673,0.0,0.54233,-1.3251
173,0.12198,13.034,199.64,0.54233,4.6978
174,0.15151,15.917,566.72,0.54233,9.7339
175,0.23948,19.301,914.48,0.64086,22.816
176,0.30664,22.226,1429.7,0.77391,31.933
177,0.31436,22.886,1474.8,0.85781,32.95
178,0.32776,24.048,1751.7,0.89491,34.705
179,0.33598,24.886,1886.9,0.91383,35.774
180,0.33749,25.037,1841.8,0.92685,35.969
181,0.33758,25.088,1719.5,0.9157,35.981
182,0.33727,25.108,1680.8,0.89873,35.94
183,0.33231,24.593,1487.6,0.86179,35.299
184,0.32262,23.612,1139.9,0.77832,34.032
185,0.22709,22.475,714.84,0.64618,21.072
186,0.1484,21.212,347.76,0.54233,9.2293
187,0.10005,19.509,51.52,0.54233,-0.21564
188,0.10005,18.885,0.0,0.54233,-1.8176
189,0.10005,18.446,0.0,0.54233,-1.783
190,0.10005,17.605,0.0,0.54233,-1.7185
191,0.10005,16.197,0.0,0.54233,-1.6156
192,0.10005,15.412,0.0,0.60797,-1.561
193,0.10005,14.3,0.0,0.6355,-1.4867
194,0.10005,13.294,0.0,0.63818,-1.4226
195,0.10005,12.566,0.0,0.6355,-1.3779
196,0.10005,12.071,0.0,0.63818,-1.3483
197,0.12403,14.169,212.52,0.64086,5.0723
198,0.17799,17.358,495.88,0.90063,13.878
199,0.26388,20.043,882.28,0.86575,26.189
200,0.32308,23.639,1326.6,0.95414,34.093
201,0.34368,25.606,1597.1,0.99797,36.77
202,0.35438,26.966,1867.6,0.98416,38.145
203,0.3607,27.71,1951.3,0.98763,38.954
204,0.36439,28.071,1957.8,1.0099,39.425
205,0.36291,27.804,1719.5,1.0416,39.239
206,0.35978,27.341,1442.6,1.0756,38.837
207,0.35684,26.941,1294.4,1.0976,38.463
208,0.28541,26.118,953.12,1.1054,29.106
209,0.19172,24.918,553.84,1.0284,15.942
210,0.13192,23.159,264.04,0.8598,6.4666
211,0.10005,20.41,51.52,0.79356,-0.28055
212,0.10005,19.504,0.0,0.87753,-1.8676
213,0.10005,19.445,0.0,1.0449,-1.8627
214,0.10005,18.766,0.0,1.0992,-1.8082
215,0.10005,17.848,0.0,1.0787,-1.7368
216,0.10005,16.963,0.0,1.0611,-1.6708
217,0.10005,16.224,0.0,1.0611,-1.6175
218,0.10005,15.61,0.0,1.0756,-1.5746
219,0.10005,15.068,0.0,1.0913,-1.5376
220,0.10005,14.548,0.0,1.0803,-1.503
221,0.10385,15.168,83.72,1.1671,1.0589
222,0.14975,17.357,354.2,1.2656,9.4475
223,0.22568,19.606,714.84,1.287,20.872
224,0.30744,22.294,1236.5,1.2493,32.039
225,0.34104,25.238,1713.0,1.2897,36.427
226,0.36608,27.707,1996.4,1.3095,39.641
227,0.37982,29.333,2138.1,1.2615,41.384
228,0.38576,30.166,2073.7,1.1961,42.134
229,0.38984,30.823,2093.0,1.1253,42.648
230,0.38978,30.818,1919.1,1.04,42.644
231,0.38125,30.326,1597.1,0.92129,41.565
232,0.35327,29.431,1210.7,0.80214,38.004
233,0.24932,28.684,798.56,0.65929,24.187
234,0.15691,26.956,392.84,0.59947,10.602
235,0.10005,24.498,64.4,0.54233,-0.18806
236,0.10005,23.226,0.0,0.54233,-2.1985
237,0.10005,22.716,0.0,0.55808,-2.1499
238,0.10005,21.87,0.0,0.59947,-2.0716
239,0.10005,21.014,0.0,0.61078,-1.9953
240,0.10005,20.503,0.0,0.60515,-1.9512
241,0.10005,20.098,0.0,0.59661,-1.9169
242,0.10005,19.645,0.0,0.58502,-1.8791
243,0.10005,18.975,0.0,0.59084,-1.8248
244,0.10005,18.202,0.0,0.58794,-1.764
245,0.12091,20.035,199.64,0.62189,4.5024
246,0.1984,22.692,586.04,0.90063,16.931
247,0.29849,24.823,1011.1,0.96129,30.854
248,0.35438,26.766,1403.9,1.0514,38.145
249,0.37103,28.528,1719.5,1.1146,40.271
250,0.38481,30.027,1970.6,1.1538,42.016
251,0.38933,30.738,1906.2,1.2004,42.585
252,0.3928,31.371,1932.0,1.2588,43.021
253,0.39129,31.084,1590.7,1.316,42.832
254,0.39093,31.016,1519.8,1.3557,42.785
255,0.34433,30.475,1172.1,1.3532,36.851
256,0.27993,29.934,920.92,1.2963,28.368
257,0.20225,28.903,598.92,1.2355,17.496
258,0.13458,27.258,283.36,1.2061,6.9237
259,0.10005,25.479,51.52,1.1612,-0.70598
260,0.10005,24.058,0.0,1.0851,-2.2801
261,0.10005,23.301,0.0,1.1007,-2.2058
262,0.10005,22.67,0.0,1.1389,-2.1456
263,0.10005,22.034,0.0,1.1344,-2.0866
264,0.10005,21.496,0.0,1.1085,-2.038
265,0.10005,21.006,0.0,1.0579,-1.9947
266,0.10005,20.526,0.0,0.99797,-1.9532
267,0.10005,20.028,0.0,0.893,-1.9109
268,0.10005,19.316,0.0,0.7093,-1.8523
269,0.10105,20.331,70.84,0.75375,0.34783
270,0.10679,21.608,115.92,0.82735,1.7207
271,0.13065,23.492,257.6,0.94875,6.2429
272,0.14921,25.248,354.2,1.0563,9.3634
273,0.10249,26.255,96.6,1.0882,0.73036
274,0.10219,27.082,96.6,1.0929,0.65546
275,0.10197,27.7,96.6,1.0835,0.59727
276,0.10107,27.967,90.16,1.0595,0.35321
277,0.10544,28.162,122.36,1.0913,1.4263
278,0.16214,28.48,418.6,1.1802,11.425
279,0.2793,28.818,920.92,1.2629,28.284
280,0.22761,28.051,708.4,1.295,21.146
281,0.16237,26.796,418.6,1.2506,11.466
282,0.11171,25.246,154.56,1.1932,2.7451
283,0.10005,23.845,38.64,1.1464,-0.98227
284,0.10005,22.851,0.0,1.0913,-2.1627
285,0.10005,22.296,0.0,1.0882,-2.1107
286,0.10005,21.851,0.0,1.1162,-2.0699
287,0.10005,21.431,0.0,1.1449,-2.0322
288,0.10005,21.01,0.0,1.1449,-1.995
289,0.10005,20.584,0.0,1.1374,-1.9581
290,0.10005,20.183,0.0,1.1419,-1.924
291,0.10005,19.778,0.0,1.1494,-1.8901
292,0.10005,19.331,0.0,1.1875,-1.8535
293,0.11134,19.546,141.68,1.2438,2.6688
294,0.15871,20.782,399.28,1.2669,10.886
295,0.23778,23.265,759.92,1.3468,22.578
296,0.34081,25.652,1178.5,1.5143,36.398
297,0.36437,27.523,1610.0,1.5222,39.423
298,0.37709,28.983,1880.5,1.4915,41.039
299,0.38238,29.679,1848.3,1.4777,41.708
300,0.38732,30.409,1996.4,1.4707,42.332
301,0.38248,29.693,1391.0,1.4684,41.721
302,0.33987,29.345,1159.2,1.4614,36.278
303,0.37854,29.168,1378.2,1.4567,41.224
304,0.31567,27.992,1069.0,1.4065,33.123
305,0.20199,26.406,598.92,1.3392,17.458
306,0.129,25.127,251.16,1.3225,5.9576
307,0.10005,24.292,51.52,1.3199,-0.59656
308,0.10005,23.747,0.0,1.3029,-2.2493
309,0.10005,23.411,0.0,1.3068,-2.2164
310,0.10005,22.805,0.0,1.2479,-2.1583
311,0.10005,22.273,0.0,1.2131,-2.1086
312,0.10005,21.757,0.0,1.1464,-2.0614
313,0.10005,21.441,0.0,1.1404,-2.0331
314,0.10005,21.215,0.0,1.1744,-2.013
315,0.10005,20.604,0.0,0.96129,-1.9598
316,0.10005,20.404,0.0,1.0482,-1.9427
317,0.10005,20.635,12.88,1.1686,-1.546
318,0.10005,21.634,51.52,1.2642,-0.37364
319,0.10118,22.671,77.28,1.3212,0.3863
320,0.10162,23.858,83.72,1.3544,0.50451
321,0.11287,25.033,161.0,1.3906,2.9739
322,0.13256,25.567,270.48,1.3979,6.5773
323,0.18046,25.884,502.32,1.4089,14.255
324,0.18754,25.869,534.52,1.4234,15.319
325,0.18896,25.794,540.96,1.4222,15.531
326,0.14788,25.381,347.76,1.4126,9.1466
327,0.10005,25.009,70.84,1.4138,-0.01929
328,0.10005,24.809,57.96,1.5075,-0.42949
329,0.10005,24.339,64.4,1.5936,-0.17427
330,0.10005,23.442,38.64,1.5423,-0.94616
331,0.10005,20.924,25.76,1.3632,-1.153
332,0.10005,18.275,0.0,0.95772,-1.7697
333,0.10005,17.362,0.0,0.76725,-1.7002
334,0.10005,16.809,0.0,0.62737,-1.6596
335,0.10005,16.469,0.0,0.54233,-1.635
336,0.10005,16.385,0.0,0.54233,-1.629
337,0.10005,15.875,0.0,0.54233,-1.593
338,0.10005,14.849,0.0,0.64086,-1.5229
339,0.10005,14.735,0.0,1.0595,-1.5153
340,0.10005,13.561,0.0,1.1598,-1.4394
341,0.1209,12.972,193.2,1.0514,4.5026
342,0.13182,14.191,540.96,1.0048,6.4473
343,0.17861,17.356,959.56,1.11,13.973
344,0.25515,19.644,1352.4,1.3081,24.991
345,0.29434,21.178,1725.9,1.3506,30.301
346,0.30878,22.408,1938.4,1.3795,32.216
347,0.32077,23.438,2112.3,1.3979,33.791
348,0.32883,24.143,2208.9,1.3979,34.845
349,0.33142,24.372,2125.2,1.3807,35.182
350,0.33009,24.252,1906.2,1.3417,35.006
351,0.32583,23.878,1610.0,1.2844,34.451
352,0.31752,23.158,1249.4,1.1918,33.366
353,0.23866,22.138,766.36,0.99626,22.702
354,0.1497,20.67,354.2,0.65145,9.4414
355,0.10027,17.732,57.96,0.57021,0.10783
356,0.10005,16.02,0.0,0.6355,-1.6032
357,0.10005,15.489,0.0,0.74231,-1.5663
358,0.10005,15.322,0.0,0.86179,-1.5548
359,0.10005,14.753,0.0,0.8853,-1.5165
360,0.10005,14.265,0.0,0.8598,-1.4845
361,0.10005,13.471,0.0,0.76502,-1.4337
362,0.10005,12.715,0.0,0.67468,-1.3869
363,0.10005,12.37,0.0,0.6328,-1.3662
364,0.10005,12.07,0.0,0.60515,-1.3483
365,0.11657,14.009,167.44,0.77832,3.6901
366,0.15544,16.159,502.32,0.92685,10.365
367,0.25099,19.559,1011.1,0.91196,24.417
368,0.31338,22.802,1455.4,1.0183,32.822
369,0.33202,24.424,1803.2,1.1314,35.259
370,0.34387,25.498,2060.8,1.1389,36.792
371,0.35254,26.375,2208.9,1.1192,37.909
372,0.35542,26.79,2170.3,1.0898,38.279
373,0.35551,26.896,2073.7,1.053,38.289
374,0.35131,26.509,1848.3,1.0116,37.751
375,0.34586,25.976,1629.3,0.96662,37.051
376,0.33571,25.012,1255.8,0.8697,35.738
377,0.2547,24.047,830.76,0.70446,24.93
378,0.16001,22.396,405.72,0.5732,11.092
379,0.10107,20.242,70.84,0.54233,0.35394
380,0.10005,18.472,0.0,0.56418,-1.785
381,0.10005,17.012,0.0,0.64086,-1.6744
382,0.10005,15.483,0.0,0.64352,-1.5658
383,0.10005,14.539,0.0,0.64618,-1.5024
384,0.10005,13.845,0.0,0.64882,-1.4574
385,0.10005,13.39,0.0,0.65145,-1.4286
386,0.10005,13.068,0.0,0.65929,-1.4086
387,0.10005,12.925,0.0,0.66188,-1.3998
388,0.10005,13.394,0.0,0.65669,-1.4289
389,0.12612,15.405,225.4,0.69959,5.4475
390,0.20058,18.193,611.8,0.97718,17.249
391,0.28087,20.653,953.12,1.03,28.494
392,0.32128,23.482,1191.4,1.1007,33.857
393,0.34756,25.845,1500.5,1.1509,37.269
394,0.3656,27.753,1848.3,1.1831,39.58
395,0.36821,28.06,1829.0,1.1773,39.912
396,0.36682,27.954,1777.4,1.1553,39.735
397,0.36471,27.688,1706.6,1.1671,39.468
398,0.35871,26.935,1403.9,1.2479,38.7
399,0.19183,26.027,553.84,1.2202,15.96
400,0.12558,24.573,231.84,1.1085,5.3463
401,0.15862,23.82,399.28,1.291,10.873
402,0.1213,23.06,206.08,1.275,4.5759
403,0.10005,22.035,51.52,1.1568,-0.40547
404,0.10005,21.545,0.0,1.1642,-2.0423
405,0.10005,21.167,0.0,1.1744,-2.0088
406,0.10005,20.665,0.0,1.1583,-1.965
407,0.10005,20.141,0.0,1.1434,-1.9205
408,0.10005,19.678,0.0,1.1464,-1.8818
409,0.10005,19.188,0.0,1.1299,-1.8419
410,0.10005,18.629,0.0,1.1054,-1.7973
411,0.10005,18.277,0.0,1.0882,-1.7698
412,0.10005,18.086,0.0,1.1085,-1.7551
413,0.11473,18.406,161.0,1.2258,3.3371
414,0.17306,19.242,470.12,1.3607,13.123
415,0.26945,21.4,901.6,1.3992,26.949
416,0.32474,23.783,1281.6,1.4258,34.31
417,0.34291,25.41,1416.8,1.459,36.669
418,0.36231,27.306,1771.0,1.4984,39.16
419,0.37354,28.552,1919.1,1.5467,40.59
420,0.37984,29.337,1983.5,1.5904,41.388
421,0.38303,29.771,1938.4,1.6107,41.791
422,0.38355,29.844,1867.6,1.6011,41.856
423,0.37846,29.157,1558.5,1.586,41.213
424,0.35038,28.289,1204.3,1.5621,37.63
425,0.23039,27.168,721.28,1.512,21.539
426,0.15179,25.687,367.08,1.4788,9.7782
427,0.10005,24.271,25.76,1.4754,-1.4478
428,0.10005,23.564,0.0,1.5007,-2.2312
429,0.10005,22.936,0.0,1.4649,-2.1707
430,0.10005,21.795,0.0,1.2963,-2.0648
431,0.10005,21.074,0.0,1.1299,-2.0006
432,0.10005,20.212,0.0,1.1238,-1.9264
433,0.10005,17.557,0.0,1.2669,-1.7149
434,0.10005,15.139,0.0,1.2188,-1.5424
435,0.10005,14.203,0.0,1.1007,-1.4804
436,0.10005,13.536,0.0,0.99969,-1.4377
437,0.10251,13.619,70.84,1.053,0.73579
438,0.13722,14.754,347.76,1.1223,7.3713
439,0.15317,16.011,598.92,1.0692,9.9998
440,0.17161,17.037,805.0,1.1744,12.9
441,0.17037,16.976,798.56,1.2493,12.708
442,0.1484,15.682,663.32,1.1961,9.2284
443,0.14192,15.178,656.88,1.0547,8.1608
444,0.15498,16.13,959.56,0.91943,10.291
445,0.1883,17.756,1313.8,0.82112,15.433
446,0.26707,19.9,1783.9,0.76725,26.625
447,0.26072,19.773,1539.2,0.69221,25.756
448,0.23424,19.171,1094.8,0.70203,22.081
449,0.19928,18.157,682.64,0.71411,17.063
450,0.13996,17.02,302.68,0.62463,7.8346
451,0.1006,15.933,57.96,0.54233,0.21569
452,0.10005,14.86,0.0,0.54233,-1.5236
453,0.10005,14.286,0.0,0.54233,-1.4858
454,0.10005,13.893,0.0,0.54233,-1.4605
455,0.10005,13.779,0.0,0.54233,-1.4532
456,0.10005,13.75,0.0,0.54233,-1.4514
457,0.10005,13.272,0.0,0.54233,-1.4213
458,0.10005,12.637,0.0,0.54233,-1.3822
459,0.10005,12.47,0.0,0.54233,-1.3721
460,0.10005,11.884,0.0,0.54233,-1.3374
461,0.12088,13.235,193.2,0.54233,4.4975
462,0.1569,16.263,618.24,0.54567,10.599
463,0.25992,19.763,1081.9,0.54233,25.646
464,0.30694,22.512,1487.6,0.58502,31.973
465,0.32072,24.311,1816.1,0.62463,33.786
466,0.32893,25.218,1990.0,0.66188,34.858
467,0.33292,26.268,2086.6,0.60797,35.378
468,0.33402,26.916,2080.1,0.56418,35.518
469,0.33315,26.716,1938.4,0.57021,35.407
470,0.32661,25.733,1590.7,0.57021,34.555
471,0.31462,24.187,1133.4,0.54233,32.985
472,0.15871,22.046,399.28,0.54233,10.885
473,0.12867,21.451,244.72,0.54233,5.9005
474,0.10107,20.237,70.84,0.54233,0.35426
475,0.10005,19.055,38.64,0.54233,-0.5956
476,0.10005,16.983,0.0,0.54233,-1.6722
477,0.10005,15.618,0.0,0.62189,-1.5751
478,0.10005,15.439,0.0,0.72363,-1.5628
479,0.10005,14.959,0.0,0.76053,-1.5303
480,0.10005,14.52,0.0,0.76725,-1.5012
481,0.10005,13.802,0.0,0.6328,-1.4547
482,0.10005,13.093,0.0,0.54233,-1.4101
483,0.10005,11.98,0.0,0.54233,-1.343
484,0.10005,11.377,0.0,0.54233,-1.308
485,0.10777,13.421,109.48,0.64618,1.9302
486,0.13763,15.369,289.8,0.65929,7.4425
487,0.18117,17.48,534.52,0.56418,14.361
488,0.26075,19.84,869.4,0.61913,25.762
489,0.30828,22.366,1391.0,0.70203,32.15
490,0.32657,24.193,1809.6,0.77391,34.55
491,0.33349,24.635,1925.6,0.89108,35.448
492,0.32614,23.906,1655.1,1.0234,34.494
493,0.32349,23.676,1616.4,1.1268,34.15
494,0.31871,23.26,1519.8,1.1875,33.521
495,0.31013,22.524,1262.2,1.2159,32.395
496,0.28627,21.584,972.44,1.2159,29.221
497,0.2075,20.178,631.12,1.1329,18.261
498,0.14477,18.776,328.44,1.0317,8.6342
499,0.10267,16.757,77.28,0.95055,0.77475
500,0.10005,15.261,0.0,0.93604,-1.5507
501,0.10005,14.198,0.0,0.88336,-1.4801
502,0.10005,13.502,0.0,0.86575,-1.4356
503,0.10005,12.822,0.0,0.83353,-1.3935
504,0.10005,12.135,0.0,0.81274,-1.3521
505,0.10005,11.559,0.0,0.82941,-1.3184
506,0.10005,11.017,0.0,0.85781,-1.2875
507,0.10005,10.444,0.0,0.89491,-1.2556
508,0.10005,9.7215,0.0,0.90063,-1.2164
509,0.11345,10.85,225.4,1.0267,3.091
510,0.12412,13.165,637.56,1.0498,5.0863
511,0.15483,16.118,1088.4,1.1207,10.267
512,0.20745,18.414,1513.4,1.1627,18.256
513,0.27785,20.102,1854.7,1.1715,28.09
514,0.29906,21.58,2118.8,1.1642,30.929
515,0.31082,22.582,2234.7,1.1494,32.484
516,0.31844,23.237,2260.4,1.1238,33.486
517,0.32179,23.526,2202.5,1.0913,33.923
518,0.31951,23.329,2009.3,1.0449,33.626
519,0.31212,22.694,1713.0,0.99626,32.655
520,0.29905,21.579,1326.6,0.94332,30.927
521,0.26389,20.063,882.28,0.8598,26.191
522,0.16636,18.29,437.92,0.65929,12.087
523,0.10302,15.151,77.28,0.56113,0.85971
524,0.10005,13.661,0.0,0.60797,-1.4457
525,0.10005,13.073,0.0,0.61358,-1.4089
526,0.10005,12.407,0.0,0.61358,-1.3683
527,0.10005,12.034,0.0,0.59373,-1.3462
528,0.10005,11.337,0.0,0.60515,-1.3057
529,0.10005,10.574,0.0,0.61636,-1.2627
530,0.10005,10.02,0.0,0.61913,-1.2325
531,0.10005,9.5203,0.0,0.61913,-1.2058
532,0.10005,8.9807,0.0,0.61636,-1.1776
533,0.11333,10.82,225.4,0.56113,3.0624
534,0.13235,14.254,624.68,0.80214,6.5374
535,0.17663,17.275,1043.3,0.8232,13.673
536,0.28252,20.192,1436.1,0.93054,28.717
537,0.30405,22.005,1758.1,0.9415,31.59
538,0.32023,23.394,1996.4,0.95593,33.724
539,0.33148,24.376,2118.8,0.97718,35.188
540,0.33741,24.907,2138.1,1.0167,35.957
541,0.33919,25.069,2041.5,1.0383,36.188
542,0.33805,24.965,1893.4,1.0367,36.04
543,0.33108,24.34,1610.0,1.035,35.135
544,0.31955,23.332,1281.6,1.0367,33.63
545,0.25638,21.976,843.64,0.99969,25.161
546,0.1626,20.028,418.6,0.86575,11.499
547,0.10264,16.902,77.28,0.80427,0.76669
548,0.10005,15.602,0.0,0.87362,-1.5741
549,0.10005,15.225,0.0,0.94513,-1.5482
550,0.10005,14.598,0.0,0.95235,-1.5062
