,gst (mol/m2s),tleaf(degC),par(micromol/m2),gblc(mol/m2s),An(micromol/m2s)
0,0.10005,8.3872,0.0,0.54233,-1.1473
1,0.10005,7.2943,0.0,0.54233,-1.0937
2,0.10005,6.2732,0.0,0.54233,-1.0458
3,0.10005,6.0271,0.0,0.54253,-1.0346
4,0.10005,7.3138,19.32,0.78707,-0.52701
5,0.1101,9.5674,302.68,1.025,2.4165
6,0.12456,13.234,766.36,1.0976,5.1677
7,0.19691,18.066,1223.6,1.1509,16.712
8,0.29083,20.877,1629.3,1.2018,29.829
9,0.31529,22.966,1970.6,1.1817,33.073
10,0.33362,24.566,2208.9,1.1464,35.466
11,0.34607,25.704,2312.0,1.1223,37.076
12,0.35343,26.47,2312.0,1.1238,38.022
13,0.35616,26.742,2189.6,1.1464,38.372
14,0.35371,26.44,1938.4,1.1524,38.059
15,0.34386,25.497,1526.3,1.1434,36.791
16,0.32306,24.135,1114.1,1.1069,34.093
17,0.22287,22.844,695.52,0.99282,20.473
18,0.12901,19.756,244.72,0.70446,5.9543
19,0.10005,16.46,0.0,0.79356,-1.6343
20,0.10005,14.438,0.0,0.90631,-1.4957
21,0.10005,12.221,0.0,0.82941,-1.3573
22,0.10005,10.346,0.0,0.71411,-1.2502
23,0.10005,9.036,0.0,0.66703,-1.1804
24,0.10005,8.1626,0.0,0.66703,-1.1361
25,0.10005,7.5678,0.0,0.67973,-1.1069
26,0.10005,6.9647,0.0,0.64618,-1.078
27,0.10005,6.0826,0.0,0.5672,-1.0371
28,0.10005,5.4436,19.32,0.54233,-0.44887
29,0.10781,8.3169,296.24,0.54233,1.9432
30,0.12153,12.75,759.92,0.60232,4.6185
31,0.18773,17.743,1217.2,0.57914,15.348
32,0.29946,21.614,1622.9,0.60515,30.982
33,0.32591,24.781,1970.6,0.66188,34.463
34,0.34204,26.837,2196.0,0.68973,36.558
35,0.35551,27.968,2228.2,0.78489,38.29
36,0.35908,27.973,1932.0,0.8697,38.746
37,0.3603,27.986,1809.6,0.90063,38.903
38,0.35066,26.919,1410.4,0.87362,37.669
39,0.27872,25.511,927.36,0.79786,28.204
40,0.20455,24.541,611.8,0.64882,17.831
41,0.16803,23.24,444.36,0.54233,12.346
42,0.10501,21.279,103.04,0.54233,1.3243
43,0.10005,18.721,0.0,0.54233,-1.8046
44,0.10005,17.125,0.0,0.54233,-1.6827
45,0.10005,15.234,0.0,0.54233,-1.5488
46,0.10005,14.164,0.0,0.55191,-1.4779
47,0.10005,13.757,0.0,0.80001,-1.4518
48,0.10005,13.125,0.0,0.98242,-1.4121
49,0.10005,12.041,0.0,0.93054,-1.3466
50,0.10005,10.647,0.0,0.78489,-1.2668
51,0.10005,9.3364,0.0,0.64352,-1.1961
52,0.10005,8.7032,12.88,0.5732,-0.78094
53,0.10005,9.5564,19.32,0.55191,-0.63045
54,0.10016,11.101,45.08,0.54233,0.069577
55,0.11061,13.485,128.8,0.54233,2.5202
56,0.1217,15.364,199.64,0.57618,4.6496
57,0.18076,17.844,508.76,0.65407,14.298
58,0.21018,19.837,644.0,0.75602,18.65
59,0.25753,21.486,850.08,0.92129,25.319
60,0.15607,22.478,386.4,1.0482,10.466
61,0.25371,22.455,830.76,1.1568,24.793
62,0.22843,22.204,721.28,1.2355,21.262
63,0.19941,21.183,592.48,1.2465,17.079
64,0.17713,19.713,489.44,1.223,13.747
65,0.12465,18.0,218.96,1.186,5.1857
66,0.10288,15.78,77.28,1.1162,0.82739
67,0.10005,12.993,0.0,1.0167,-1.4039
68,0.10005,11.286,0.0,0.97367,-1.3028
69,0.10005,10.618,0.0,0.97893,-1.2652
70,0.10005,10.246,0.0,1.0133,-1.2447
71,0.10005,9.8765,0.0,1.025,-1.2247
72,0.10005,9.4504,0.0,1.0284,-1.2021
73,0.10005,9.0625,0.0,1.0611,-1.1818
74,0.10005,8.6839,0.0,1.0724,-1.1624
75,0.10005,8.2774,0.0,1.074,-1.1418
76,0.10005,7.8826,12.88,1.066,-0.74219
77,0.10194,7.8265,57.96,1.074,0.58906
78,0.10787,8.3158,148.12,1.0851,1.9502
79,0.10977,9.4157,251.16,1.0866,2.3516
80,0.11473,11.224,347.76,1.0851,3.3364
81,0.12674,13.549,605.36,1.0898,5.5536
82,0.14825,15.672,747.04,1.0756,9.2024
83,0.17723,17.298,805.0,0.97191,13.763
84,0.20595,18.375,972.44,0.74231,18.037
85,0.19443,17.995,766.36,0.54233,16.346
86,0.24848,19.515,1178.5,0.54233,24.07
87,0.23572,19.215,1107.7,0.54233,22.289
88,0.18585,17.672,811.44,0.54253,15.066
89,0.1508,15.869,502.32,0.54233,9.6195
90,0.1198,13.301,186.76,0.54233,4.2994
91,0.10005,10.773,0.0,0.73069,-1.2738
92,0.10005,8.8114,0.0,0.76948,-1.1689
93,0.10005,7.422,0.0,0.66959,-1.0998
94,0.10005,6.164,0.0,0.54233,-1.0408
95,0.10005,5.4401,0.0,0.54233,-1.0083
96,0.10005,4.9881,0.0,0.57021,-0.98854
97,0.10005,4.8733,0.0,0.64086,-0.98358
98,0.10005,4.6475,0.0,0.7093,-0.9739
99,0.10005,4.3286,0.0,0.74231,-0.96038
100,0.10005,4.2027,25.76,0.74461,-0.21609
101,0.10535,5.9457,199.64,0.78271,1.4051
102,0.10826,8.5783,508.76,0.91008,2.0339
103,0.11951,12.351,920.92,0.97367,4.2394
104,0.16245,16.569,1532.7,0.99969,11.474
105,0.24175,19.346,1996.4,0.97718,23.132
106,0.29393,21.144,2221.8,0.96129,30.246
107,0.3099,22.504,2324.8,0.9415,32.363
108,0.31855,23.245,2305.5,0.93969,33.499
109,0.32067,23.431,2183.2,0.93604,33.78
110,0.31546,22.98,1899.8,0.92685,33.095
111,0.30131,21.772,1513.4,0.84373,31.228
112,0.26544,19.87,1024.0,0.70446,26.403
113,0.18751,18.056,540.96,0.57914,15.315
114,0.12268,16.432,206.08,0.55191,4.8234
115,0.10005,13.772,0.0,0.72126,-1.4527
116,0.10005,12.234,0.0,0.77391,-1.3581
117,0.10005,10.862,0.0,0.75828,-1.2788
118,0.10005,9.5837,0.0,0.73536,-1.2091
119,0.10005,8.5585,0.0,0.69713,-1.156
120,0.10005,7.97,0.0,0.75602,-1.1266
121,0.10005,7.9606,0.0,0.87362,-1.1261
122,0.10005,7.2964,0.0,0.90631,-1.0938
123,0.10005,6.5654,0.0,0.8697,-1.0593
124,0.10005,6.1395,19.32,0.81274,-0.47712
125,0.10887,8.9438,225.4,0.8064,2.1618
126,0.12548,13.375,586.04,0.86575,5.3315
127,0.1729,17.109,1017.5,0.65407,13.1
128,0.28801,20.637,1622.9,0.54233,29.454
129,0.30912,23.297,1977.1,0.54233,32.26
130,0.3212,25.234,2202.5,0.54233,33.849
131,0.32949,26.517,2305.5,0.54233,34.929
132,0.3336,27.144,2286.2,0.54233,35.463
133,0.33399,27.203,2163.8,0.54233,35.514
134,0.32973,26.555,1906.2,0.54233,34.96
135,0.32158,25.29,1558.5,0.54253,33.898
136,0.31584,23.527,1133.4,0.63009,33.145
137,0.21833,22.364,676.2,0.73069,19.823
138,0.12658,20.245,231.84,0.72599,5.5269
139,0.10005,16.431,19.32,0.73303,-1.0256
140,0.10005,14.684,0.0,0.75375,-1.512
141,0.10005,13.19,0.0,0.71411,-1.4161
142,0.10005,11.811,0.0,0.60797,-1.3331
143,0.10005,10.348,0.0,0.54233,-1.2503
144,0.10005,9.2952,0.0,0.54233,-1.1939
145,0.10005,8.7217,0.0,0.54233,-1.1643
146,0.10005,8.328,0.0,0.54233,-1.1444
147,0.10005,7.8447,0.0,0.54233,-1.1204
148,0.10005,7.5325,19.32,0.54233,-0.53662
149,0.10923,9.94,115.92,0.72599,2.2407
150,0.12249,12.905,373.52,0.76725,4.7895
151,0.16028,16.456,708.4,0.66959,11.133
152,0.26365,19.839,1204.3,0.555,26.157
153,0.30801,23.116,1738.8,0.54233,32.114
154,0.32336,25.206,2015.7,0.5732,34.131
155,0.34091,26.431,2196.0,0.72599,36.412
156,0.34902,26.884,2131.6,0.83558,37.458
157,0.3528,27.042,2073.7,0.9082,37.942
158,0.34463,25.922,1629.3,0.93604,36.892
159,0.32962,24.317,1139.9,0.99454,34.949
160,0.23339,23.385,740.6,1.0383,21.962
161,0.15868,22.738,399.28,1.066,10.882
162,0.10906,20.549,128.8,0.93237,2.2014
163,0.10005,16.652,12.88,0.71889,-1.243
164,0.10005,15.266,0.0,0.65669,-1.551
165,0.10005,14.733,0.0,0.61358,-1.5152
166,0.10005,14.197,0.0,0.54233,-1.48
167,0.10005,13.374,0.0,0.54233,-1.4276
168,0.10005,12.828,0.0,0.54233,-1.3938
169,0.10005,12.664,0.0,0.54233,-1.3839
170,0.10005,12.204,0.0,0.54233,-1.3562
171,0.10005,11.691,0.0,0.54233,-1.3261
172,0.10005,11.281,19.32,0.54233,-0.71787
173,0.12564,13.409,296.24,0.54233,5.3579
174,0.16769,16.855,740.6,0.67468,12.295
175,0.28366,20.264,1197.8,0.54233,28.869
176,0.30907,23.289,1603.6,0.54233,32.254
177,0.32408,25.684,1944.9,0.54233,34.225
178,0.34268,27.063,2176.7,0.67214,36.641
179,0.35675,27.839,2273.3,0.83762,38.448
180,0.3639,28.219,2260.4,0.95055,39.363
181,0.36576,28.171,2131.6,1.0284,39.6
182,0.36145,27.474,1809.6,1.0992,39.05
183,0.34872,25.955,1262.2,1.1268,37.418
184,0.25675,24.941,837.2,1.1162,25.212
185,0.18315,23.861,515.2,1.0787,14.66
186,0.11614,21.456,173.88,0.893,3.6086
187,0.10005,17.577,19.32,0.74691,-1.1047
188,0.10005,16.247,0.0,0.74,-1.6191
189,0.10005,15.646,0.0,0.73069,-1.5771
190,0.10005,15.004,0.0,0.73069,-1.5333
191,0.10005,14.284,0.0,0.70689,-1.4857
192,0.10005,13.503,0.0,0.66959,-1.4357
193,0.10005,12.639,0.0,0.62737,-1.3824
194,0.10005,12.291,0.0,0.62189,-1.3614
195,0.10005,13.253,0.0,0.79356,-1.42
196,0.10005,14.026,19.32,1.035,-0.87264
197,0.13415,14.77,270.48,1.0183,6.8491
198,0.16921,16.924,669.76,0.92315,12.531
199,0.28348,20.25,1062.6,0.83762,28.847
200,0.31727,23.206,1294.4,0.7093,33.334
201,0.33752,25.885,1468.3,0.74,35.973
202,0.35057,27.486,1635.8,0.76053,37.658
203,0.34794,27.32,1307.3,0.73303,37.32
204,0.31833,27.362,1081.9,0.73069,33.473
205,0.33312,27.547,1139.9,0.76053,35.404
206,0.28928,27.1,966.0,0.74919,29.626
207,0.28408,26.435,946.68,0.69713,28.926
208,0.21656,25.838,663.32,0.73769,19.568
209,0.14409,24.872,328.44,0.75602,8.5232
210,0.10653,22.432,115.92,0.54233,1.6666
211,0.10005,19.246,12.88,0.62189,-1.434
212,0.10005,17.098,0.0,0.67973,-1.6807
213,0.10005,16.156,0.0,0.71889,-1.6127
214,0.10005,15.226,0.0,0.74919,-1.5483
215,0.10005,14.805,0.0,0.86575,-1.52
216,0.10005,14.534,0.0,1.0498,-1.5021
217,0.10005,13.734,0.0,1.1284,-1.4503
218,0.10005,13.254,0.0,1.0882,-1.4201
219,0.10005,12.351,0.0,0.96307,-1.365
220,0.10005,11.645,25.76,0.85781,-0.54195
221,0.13393,14.428,309.12,0.80852,6.8118
222,0.23178,19.103,766.36,0.92869,21.736
223,0.30703,22.259,1236.5,0.73303,31.985
224,0.31974,25.005,1648.6,0.54233,33.658
225,0.33831,27.164,2002.8,0.59661,36.075
226,0.3628,28.612,2228.2,0.83147,39.223
227,0.37679,29.595,2344.2,0.97893,41.002
228,0.38413,30.067,2337.7,1.0787,41.929
229,0.38444,29.972,2189.6,1.1464,41.968
230,0.38037,29.407,1944.9,1.1846,41.455
231,0.36833,28.083,1494.1,1.173,39.927
232,0.30842,27.075,1043.3,1.1253,32.168
233,0.19331,26.497,560.28,1.0367,16.179
234,0.11753,24.338,186.76,0.86575,3.871
235,0.10005,20.456,12.88,0.83558,-1.5311
236,0.10005,18.017,0.0,0.75828,-1.7498
237,0.10005,16.653,0.0,0.78707,-1.6482
238,0.10005,16.165,0.0,0.90063,-1.6133
239,0.10005,15.866,0.0,0.98068,-1.5923
240,0.10005,15.312,0.0,1.0133,-1.5542
241,0.10005,14.472,0.0,1.0234,-1.498
242,0.10005,13.696,0.0,0.98242,-1.4479
243,0.10005,13.146,0.0,0.94875,-1.4134
244,0.10005,13.128,25.76,0.95772,-0.62234
245,0.12723,15.54,231.84,1.0692,5.6448
246,0.20136,18.675,605.36,1.1284,17.366
247,0.30467,22.058,1075.5,0.99969,31.673
248,0.33797,25.271,1571.4,0.87948,36.031
249,0.35288,27.283,1925.6,0.85381,37.953
250,0.36494,28.432,2067.2,0.92685,39.496
251,0.3758,29.482,2286.2,0.97893,40.875
252,0.37539,29.416,2060.8,0.98416,40.823
253,0.37466,29.449,1996.4,0.95414,40.732
254,0.36103,28.265,1552.0,0.85781,38.997
255,0.34468,26.889,1242.9,0.73303,36.899
256,0.25242,25.382,817.88,0.58502,24.616
257,0.18744,24.726,534.52,0.61913,15.305
258,0.11753,24.343,186.76,0.91196,3.8707
259,0.10005,20.614,19.32,1.0498,-1.3361
260,0.10005,18.138,0.0,0.93604,-1.759
261,0.10005,16.173,0.0,0.76053,-1.6139
262,0.10005,14.417,0.0,0.59947,-1.4944
263,0.10005,13.118,0.0,0.54233,-1.4117
264,0.10005,12.255,0.0,0.54233,-1.3593
265,0.10005,11.52,0.0,0.54233,-1.3162
266,0.10005,10.615,0.0,0.54233,-1.265
267,0.10005,9.6315,0.0,0.54233,-1.2116
268,0.10005,9.0263,12.88,0.54233,-0.79661
269,0.11101,10.965,128.8,0.54233,2.5982
270,0.13187,14.209,418.6,0.59947,6.4574
271,0.2047,18.335,817.88,0.73769,17.855
272,0.30173,21.808,1204.3,0.85381,31.284
273,0.33336,24.544,1635.8,0.93604,35.433
274,0.35237,26.582,1951.3,1.03,37.885
275,0.35749,27.075,1777.4,1.074,38.543
276,0.35503,26.822,1571.4,1.0595,38.228
277,0.34847,26.114,1481.2,1.0284,37.387
278,0.33945,25.092,1320.2,1.0284,36.222
279,0.25314,23.962,824.32,1.0065,24.715
280,0.20842,22.865,631.12,0.93969,18.395
281,0.1522,21.851,367.08,0.8598,9.8457
282,0.10531,20.116,103.04,0.73069,1.398
283,0.10005,17.78,19.32,0.75602,-1.1192
284,0.10005,16.5,0.0,0.84778,-1.6372
285,0.10005,15.933,0.0,1.0866,-1.5971
286,0.10005,15.036,0.0,1.2696,-1.5355
287,0.10005,13.596,0.0,1.2355,-1.4416
288,0.10005,12.218,0.0,1.3494,-1.3571
289,0.10005,10.09,0.0,1.5763,-1.2362
290,0.10005,7.602,0.0,1.6011,-1.1085
291,0.10005,6.3223,0.0,1.4567,-1.0481
292,0.10005,5.4378,12.88,1.3607,-0.63514
293,0.10528,5.805,225.4,1.3173,1.3859
294,0.10799,8.4005,734.16,1.2327,1.9779
295,0.11899,12.248,1165.6,1.0644,4.1468
296,0.15358,16.044,1622.9,0.80214,10.067
297,0.20196,18.254,1796.8,0.54233,17.453
298,0.23028,19.074,1713.0,0.61358,21.523
299,0.2236,18.892,1584.2,0.78271,20.575
300,0.13105,14.107,315.56,0.76278,6.3126
301,0.11309,10.737,199.64,0.62189,3.0138
302,0.10938,9.2304,212.52,0.61913,2.2689
303,0.10804,8.4505,173.88,0.9859,1.9924
304,0.10665,7.3569,103.04,1.1686,1.6872
305,0.10638,7.1041,135.24,1.1773,1.6286
306,0.10148,5.9232,51.52,1.0498,0.46724
307,0.10005,4.588,12.88,0.73069,-0.6007
308,0.10005,4.2623,0.0,0.62189,-0.9576
309,0.10005,4.5255,0.0,0.68475,-0.9687
310,0.10005,4.53,0.0,0.67973,-0.9689
311,0.10005,4.2564,0.0,0.62463,-0.95735
312,0.10005,3.2245,0.0,0.66446,-0.91502
313,0.10005,2.372,0.0,0.82528,-0.88146
314,0.10005,2.0833,0.0,0.96838,-0.87038
315,0.10005,1.603,0.0,0.98416,-0.85225
316,0.10005,1.4261,25.76,0.95235,-0.12247
317,0.1044,4.1898,276.92,1.025,1.1854
318,0.10712,7.7786,656.88,1.3055,1.7952
319,0.1135,10.852,1069.0,1.459,3.0958
320,0.12634,13.491,1455.4,1.4892,5.4855
321,0.14919,15.736,1751.7,1.4754,9.3583
322,0.17161,17.035,1764.6,1.4282,12.904
323,0.20669,18.388,2054.4,1.4065,18.145
324,0.21179,18.544,1829.0,1.421,18.881
325,0.21529,18.648,1745.2,1.4234,19.387
326,0.21462,18.629,1687.3,1.3857,19.289
327,0.18677,17.69,1294.4,1.3366,15.204
328,0.16646,16.78,1036.8,1.2804,12.103
329,0.14868,15.702,676.2,1.2018,9.2738
330,0.12303,13.304,206.08,0.90631,4.8898
331,0.10005,9.2099,19.32,0.65145,-0.61374
332,0.10005,7.7579,0.0,0.67468,-1.1161
333,0.10005,7.1467,0.0,0.7165,-1.0866
334,0.10005,6.3204,0.0,0.75602,-1.048
335,0.10005,5.7144,0.0,0.78707,-1.0205
336,0.10005,5.1735,0.0,0.8064,-0.99661
337,0.10005,4.7057,0.0,0.84778,-0.97639
338,0.10005,4.4132,0.0,0.90631,-0.96395
339,0.10005,4.0999,0.0,0.95055,-0.9508
340,0.10005,3.9346,25.76,0.97543,-0.20646
341,0.10619,6.9147,315.56,1.074,1.5869
342,0.11546,11.428,772.8,1.0835,3.4806
343,0.16686,16.801,1223.6,1.2046,12.165
344,0.26961,19.942,1622.9,1.2327,26.97
345,0.30441,22.035,1957.8,1.2117,31.638
346,0.32369,23.691,2189.6,1.1802,34.171
347,0.33717,24.886,2292.6,1.1494,35.928
348,0.3441,25.52,2228.2,1.1389,36.822
349,0.34836,25.922,2183.2,1.1509,37.373
350,0.34456,25.562,1874.0,1.186,36.881
351,0.33381,24.584,1416.8,1.2272,35.491
352,0.29885,23.505,1017.5,1.2465,30.901
353,0.19981,22.64,592.48,1.1875,17.137
354,0.12327,19.499,212.52,0.85181,4.9342
355,0.10005,14.937,19.32,0.69959,-0.92852
356,0.10005,13.417,0.0,0.72126,-1.4303
357,0.10005,12.303,0.0,0.78489,-1.3621
358,0.10005,12.117,0.0,0.9415,-1.3511
359,0.10005,11.925,0.0,1.0835,-1.3398
360,0.10005,11.28,0.0,1.1023,-1.3024
361,0.10005,10.007,0.0,0.95772,-1.2317
362,0.10005,8.432,0.0,0.81274,-1.1496
363,0.10005,7.3909,0.0,0.7717,-1.0983
364,0.10005,7.0732,25.76,0.78924,-0.32776
365,0.11053,9.7622,322.0,0.91008,2.5033
366,0.12103,12.652,772.8,0.76948,4.5253
367,0.17431,17.179,1217.2,0.555,13.313
368,0.28659,20.515,1622.9,0.7093,29.262
369,0.31737,23.146,1964.2,0.81063,33.348
370,0.33579,24.978,2189.6,0.88143,35.749
371,0.3475,26.246,2292.6,0.94694,37.263
372,0.35423,26.988,2286.2,0.97191,38.126
373,0.35402,27.023,2099.4,0.95414,38.099
374,0.34477,26.12,1642.2,0.88723,36.91
375,0.33347,25.086,1320.2,0.78489,35.446
376,0.2898,23.812,978.88,0.70203,29.694
377,0.19422,22.93,566.72,0.65669,16.314
378,0.12403,21.352,218.96,0.66959,5.0717
379,0.10005,17.863,19.32,0.7093,-1.1252
380,0.10005,15.369,0.0,0.54233,-1.558
381,0.10005,13.475,0.0,0.54233,-1.4339
382,0.10005,12.704,0.0,0.57618,-1.3863
383,0.10005,12.267,0.0,0.71889,-1.36
384,0.10005,11.853,0.0,0.79572,-1.3355
385,0.10005,11.512,0.0,0.86378,-1.3157
386,0.10005,11.286,0.0,0.93237,-1.3028
387,0.10005,10.744,0.0,0.96662,-1.2722
388,0.10005,10.168,25.76,0.95951,-0.46742
389,0.12386,13.126,322.0,0.98068,5.04
390,0.18803,17.742,785.68,1.0514,15.392
391,0.29346,21.103,1242.9,0.82528,30.182
392,0.32736,24.651,1655.1,0.71171,34.654
393,0.34578,26.838,2009.3,0.76502,37.041
394,0.36284,28.228,2234.7,0.9157,39.228
395,0.37421,29.134,2344.2,1.0284,40.675
396,0.38009,29.588,2337.7,1.0929,41.419
397,0.3803,29.599,2228.2,1.0976,41.447
398,0.37458,29.084,1970.6,1.0579,40.723
399,0.36142,27.825,1526.3,0.97893,39.047
400,0.34005,26.407,1172.1,0.89108,36.301
401,0.22388,25.557,695.52,0.80214,20.615
402,0.12603,22.808,231.84,0.54233,5.4293
403,0.10005,19.382,19.32,0.54233,-1.2383
404,0.10005,18.372,0.0,0.62189,-1.7772
405,0.10005,16.917,0.0,0.75147,-1.6674
406,0.10005,15.185,0.0,0.83967,-1.5455
407,0.10005,14.211,0.0,0.93604,-1.481
408,0.10005,13.638,0.0,1.0099,-1.4442
409,0.10005,13.215,0.0,1.0498,-1.4177
410,0.10005,13.279,0.0,1.0913,-1.4217
411,0.10005,12.835,0.0,1.11,-1.3943
412,0.10005,12.268,25.76,1.1038,-0.57503
413,0.13484,14.516,309.12,1.1671,6.9661
414,0.19891,18.134,714.84,1.2369,17.006
415,0.3035,21.958,1094.8,1.2159,31.518
416,0.33927,25.077,1371.7,1.2299,36.2
417,0.3565,26.715,1719.5,1.186,38.42
418,0.36529,27.818,1944.9,1.1389,39.54
419,0.37075,28.571,2080.1,1.0866,40.235
420,0.37097,28.702,1977.1,1.0498,40.263
421,0.3682,28.458,1783.9,1.0267,39.911
422,0.36559,28.227,1758.1,1.0048,39.578
423,0.35658,27.278,1513.4,0.97015,38.427
424,0.33923,25.675,1172.1,0.89108,36.192
425,0.21463,24.255,656.88,0.75375,19.292
426,0.12018,23.038,199.64,0.96129,4.3664
427,0.10005,19.446,19.32,1.1989,-1.2432
428,0.10005,16.774,0.0,1.3055,-1.657
429,0.10005,14.121,0.0,1.1686,-1.4751
430,0.10005,12.107,0.0,0.98936,-1.3505
431,0.10005,10.725,0.0,0.86179,-1.2711
432,0.10005,9.4974,0.0,0.72599,-1.2045
433,0.10005,8.2598,0.0,0.59947,-1.1409
434,0.10005,7.5183,0.0,0.60515,-1.1045
435,0.10005,6.9789,0.0,0.63009,-1.0787
436,0.10005,6.5707,19.32,0.6355,-0.49512
437,0.10259,8.4676,64.4,0.96662,0.75598
438,0.11293,10.671,180.32,1.1642,2.9839
439,0.12436,13.203,328.44,1.2817,5.134
440,0.14965,15.771,611.8,1.3328,9.4355
441,0.20637,18.379,1107.7,1.3263,18.099
442,0.29087,20.883,1700.2,1.3302,29.839
443,0.31213,22.695,2060.8,1.3544,32.657
444,0.32348,23.673,2163.8,1.3645,34.145
445,0.3251,23.814,1990.0,1.3468,34.357
446,0.31881,23.269,1590.7,1.325,33.534
447,0.31107,22.604,1378.2,1.3121,32.518
448,0.29838,21.522,1094.8,1.3016,30.839
449,0.20327,20.109,611.8,1.2817,17.645
450,0.11796,18.312,180.32,1.2493,3.9533
451,0.10005,15.477,19.32,1.0929,-0.96287
452,0.10005,13.256,0.0,0.92129,-1.4202
453,0.10005,11.845,0.0,0.81694,-1.3351
454,0.10005,10.845,0.0,0.76948,-1.2778
455,0.10005,10.178,0.0,0.76053,-1.241
456,0.10005,9.7119,0.0,0.75602,-1.2159
457,0.10005,9.1028,0.0,0.73536,-1.1839
458,0.10005,8.0595,0.0,0.62737,-1.131
459,0.10005,7.4607,0.0,0.60797,-1.1017
460,0.10005,7.1817,19.32,0.59084,-0.52126
461,0.10901,9.04,193.2,0.5672,2.1932
462,0.12029,12.514,547.4,0.67721,4.3861
463,0.16198,16.549,1011.1,0.75602,11.401
464,0.24941,19.527,1365.3,0.77391,24.198
465,0.3052,22.104,1725.9,0.8232,31.744
466,0.32989,24.235,2080.1,0.95235,34.981
467,0.34387,25.499,2234.7,1.053,36.792
468,0.35051,26.128,2266.9,1.1207,37.648
469,0.34588,25.686,1944.9,1.1538,37.052
470,0.33488,24.678,1526.3,1.1989,35.628
471,0.28751,22.949,972.44,1.2764,29.386
472,0.21642,21.188,669.76,1.3186,19.549
473,0.15997,19.206,405.72,1.3068,11.083
474,0.10611,16.992,103.04,1.2202,1.572
475,0.10005,14.731,19.32,1.0627,-0.91567
476,0.10005,13.269,0.0,0.92129,-1.421
477,0.10005,11.958,0.0,0.71171,-1.3417
478,0.10005,10.476,0.0,0.54233,-1.2573
479,0.10005,9.5642,0.0,0.54233,-1.2081
480,0.10005,8.9735,0.0,0.54233,-1.1772
481,0.10005,8.4772,0.0,0.54233,-1.1519
482,0.10005,8.1389,0.0,0.54233,-1.1349
483,0.10005,7.9881,0.0,0.54233,-1.1274
484,0.10005,8.0024,19.32,0.54233,-0.5576
485,0.11202,10.377,212.52,0.54233,2.8048
486,0.13017,14.001,489.44,0.74231,6.1578
487,0.17476,17.188,850.08,0.92129,13.385
488,0.28213,20.184,1429.7,0.93786,28.664
489,0.31251,22.727,1861.2,0.925,32.707
490,0.33447,24.642,2157.4,0.93786,35.575
491,0.34498,25.871,2279.8,0.96484,36.937
492,0.35159,26.533,2273.3,1.015,37.788
493,0.35425,26.691,2163.8,1.074,38.129
494,0.35231,26.33,1932.0,1.1268,37.88
495,0.34267,25.389,1590.7,1.1494,36.64
496,0.32607,23.901,1146.3,1.1449,34.485
497,0.21842,22.591,676.2,1.1238,19.836
498,0.13004,20.612,251.16,0.96838,6.1354
499,0.10005,16.66,19.32,0.74231,-1.0411
500,0.10005,15.054,0.0,0.7165,-1.5367
501,0.10005,14.044,0.0,0.68475,-1.4701
502,0.10005,13.16,0.0,0.64086,-1.4143
503,0.10005,12.463,0.0,0.59947,-1.3717
504,0.10005,12.119,0.0,0.57914,-1.3512
505,0.10005,12.166,0.0,0.56113,-1.354
506,0.10005,12.101,0.0,0.54233,-1.3501
507,0.10005,11.778,0.0,0.54233,-1.3312
508,0.10005,11.408,19.32,0.59084,-0.72463
509,0.13208,14.23,289.8,0.7093,6.4952
510,0.19768,18.098,727.72,0.8598,16.826
511,0.29897,21.572,1165.6,0.64882,30.917
512,0.3223,24.668,1577.8,0.61078,33.992
513,0.34134,26.8,1938.4,0.68225,36.468
514,0.35572,28.358,2183.2,0.72835,38.317
515,0.36663,29.315,2279.8,0.78924,39.711
516,0.37426,29.835,2286.2,0.85781,40.681
517,0.37426,29.529,2086.6,0.92315,40.681
518,0.36297,28.519,1725.9,0.85381,39.244
519,0.30126,26.175,1017.5,0.68475,31.22
520,0.18742,24.465,534.52,0.54233,15.301
521,0.12114,23.689,206.08,0.54233,4.5436
522,0.10753,22.345,122.36,0.54233,1.8825
523,0.10005,19.04,12.88,0.61358,-1.418
524,0.10005,17.328,0.0,0.67973,-1.6977
525,0.10005,16.278,0.0,0.73303,-1.6214
526,0.10005,15.451,0.0,0.75375,-1.5636
527,0.10005,14.648,0.0,0.74919,-1.5096
528,0.10005,13.931,0.0,0.73769,-1.4628
529,0.10005,13.419,0.0,0.74231,-1.4304
530,0.10005,13.369,0.0,0.77391,-1.4273
531,0.10005,13.448,0.0,0.81903,-1.4322
532,0.10005,12.966,25.76,0.893,-0.61327
533,0.14,15.64,302.68,1.0383,7.8405
534,0.23529,19.188,759.92,1.1509,22.227
535,0.31411,22.865,1217.2,0.88336,32.918
536,0.3265,26.06,1629.3,0.54233,34.541
537,0.34057,28.192,1977.1,0.54233,36.367
538,0.35961,29.513,2208.9,0.65145,38.815
539,0.37408,30.295,2312.0,0.77612,40.658
540,0.3821,30.618,2305.5,0.87948,41.671
541,0.38468,30.529,2196.0,0.96307,41.998
542,0.38074,29.922,1970.6,1.0099,41.502
543,0.36895,28.539,1481.2,1.0284,40.007
544,0.31981,27.204,1088.4,1.0234,33.666
545,0.20344,26.31,605.36,0.96129,17.669
546,0.12227,23.756,212.52,0.7093,4.7518
547,0.10005,20.336,19.32,0.7165,-1.3135
548,0.10005,18.761,0.0,0.7717,-1.8077
