,gst (mol/m2s),tleaf(degC),par(micromol/m2),gblc(mol/m2s),An(micromol/m2s)
6523,0.10005,18.429,12.88,0.54233,-1.3714
6524,0.10005,17.722,0.0,1.1115,-1.7273
6525,0.10005,16.259,0.0,1.295,-1.62
6526,0.10005,15.149,0.0,1.035,-1.5431
6527,0.10005,13.133,0.0,0.58794,-1.4126
6528,0.10005,12.227,0.0,0.54233,-1.3576
6529,0.10005,11.366,0.0,0.54233,-1.3073
6530,0.10005,10.828,0.0,0.57914,-1.2769
6531,0.10005,10.783,0.0,0.65145,-1.2744
6532,0.10005,10.632,19.32,0.73303,-0.68412
6533,0.12338,13.051,238.28,0.87166,4.9522
6534,0.16265,16.58,637.56,1.0383,11.507
6535,0.26292,19.809,1017.5,1.1656,26.057
6536,0.3061,22.18,1410.4,1.17,31.862
6537,0.32741,24.016,1841.8,1.1538,34.656
6538,0.3417,25.298,2131.6,1.17,36.512
6539,0.34961,26.041,2202.5,1.2131,37.534
6540,0.35032,26.108,1938.4,1.2493,37.625
6541,0.35063,26.139,1777.4,1.2669,37.665
6542,0.34911,25.993,1661.5,1.2764,37.47
6543,0.34081,25.217,1371.7,1.2804,36.398
6544,0.31362,24.164,1075.5,1.2656,32.852
6545,0.21134,23.012,644.0,1.2075,18.818
6546,0.12534,20.679,225.4,0.96484,5.305
6547,0.10005,16.243,19.32,0.72599,-1.013
6548,0.10005,14.512,0.0,0.7165,-1.5006
6549,0.10005,13.393,0.0,0.71411,-1.4288
6550,0.10005,12.555,0.0,0.74461,-1.3772
6551,0.10005,11.743,0.0,0.74919,-1.3291
6552,0.10005,10.936,0.0,0.71411,-1.2829
6553,0.10005,10.371,0.0,0.64086,-1.2515
6554,0.10005,9.7172,0.0,0.54233,-1.2162
6555,0.10005,9.0379,0.0,0.54233,-1.1805
6556,0.10005,8.666,19.32,0.54233,-0.58805
6557,0.11553,11.46,257.6,0.54233,3.4907
6558,0.14168,15.164,701.96,0.78271,8.1227
6559,0.20928,18.475,1152.8,0.96129,18.522
6560,0.29268,21.037,1571.4,0.99454,30.079
6561,0.31916,23.299,1919.1,1.0065,33.58
6562,0.33913,25.065,2170.3,0.99969,36.183
6563,0.3482,26.273,2266.9,0.96484,37.353
6564,0.35189,26.923,2208.9,0.91008,37.826
6565,0.35235,27.226,2138.1,0.85181,37.885
6566,0.34501,26.749,1854.7,0.76278,36.941
6567,0.33095,25.319,1358.8,0.68725,35.12
6568,0.27128,23.768,901.6,0.62737,27.196
6569,0.20119,22.509,598.92,0.58209,17.34
6570,0.1219,20.68,206.08,0.54233,4.6834
6571,0.10005,18.097,19.32,0.54233,-1.1421
6572,0.10005,16.443,0.0,0.54233,-1.6331
6573,0.10005,14.769,0.0,0.54233,-1.5176
6574,0.10005,13.32,0.0,0.54233,-1.4242
6575,0.10005,12.395,0.0,0.54233,-1.3676
6576,0.10005,11.805,0.0,0.54233,-1.3327
6577,0.10005,11.257,0.0,0.54233,-1.3011
6578,0.10005,10.597,0.0,0.54233,-1.264
6579,0.10005,10.167,0.0,0.54233,-1.2404
6580,0.10005,10.519,19.32,0.60797,-0.67836
6581,0.12618,13.478,276.92,0.86773,5.459
6582,0.16092,16.485,727.72,0.92129,11.233
6583,0.2813,20.17,1197.8,0.88916,28.553
6584,0.32026,23.395,1616.4,0.89873,33.725
6585,0.34212,25.788,1951.3,0.8853,36.569
6586,0.3547,27.369,2183.2,0.8853,38.186
6587,0.36345,28.226,2254.0,0.93421,39.305
6588,0.36938,28.664,2234.7,1.0048,40.062
6589,0.37185,28.777,2151.0,1.0579,40.374
6590,0.36895,28.322,1886.9,1.1038,40.007
6591,0.36257,27.509,1590.7,1.1389,39.195
6592,0.34145,26.212,1178.5,1.1464,36.482
6593,0.23565,25.095,747.04,1.0866,22.279
6594,0.1333,22.474,270.48,0.74231,6.7009
6595,0.10005,18.863,19.32,0.58502,-1.1988
6596,0.10005,18.174,0.0,0.73069,-1.7618
6597,0.10005,18.282,0.0,1.1192,-1.7702
6598,0.10005,18.143,0.0,1.2976,-1.7594
6599,0.10005,16.416,0.0,1.1314,-1.6312
6600,0.10005,15.294,0.0,1.1131,-1.5529
6601,0.10005,14.908,0.0,1.1253,-1.5269
6602,0.10005,14.354,0.0,1.1238,-1.4902
6603,0.10005,13.877,0.0,1.1553,-1.4594
6604,0.10005,13.588,19.32,1.1946,-0.84659
6605,0.13299,15.228,264.04,1.2561,6.6465
6606,0.20459,18.323,714.84,1.2032,17.839
6607,0.30614,22.183,1172.1,1.066,31.867
6608,0.33848,25.044,1584.2,0.96484,36.097
6609,0.34934,27.048,1925.6,0.81063,37.5
6610,0.35997,28.661,2151.0,0.76278,38.86
6611,0.3682,29.227,2009.3,0.83762,39.91
6612,0.37885,29.899,2022.2,0.95951,41.262
6613,0.3819,29.799,1764.6,1.0882,41.649
6614,0.35933,28.872,1236.5,1.1524,38.779
6615,0.30318,28.541,1017.5,1.1788,31.475
6616,0.22157,28.035,682.64,1.1627,20.286
6617,0.1515,27.17,367.08,1.0851,9.7341
6618,0.11103,24.178,148.12,0.72835,2.6058
6619,0.10005,20.496,19.32,0.60232,-1.3264
6620,0.10005,19.322,0.0,0.66959,-1.8527
6621,0.10005,17.622,0.0,0.79356,-1.7197
6622,0.10005,16.264,0.0,0.85181,-1.6204
6623,0.10005,15.872,0.0,0.99626,-1.5928
6624,0.10005,15.271,0.0,1.025,-1.5513
6625,0.10005,14.254,0.0,0.9082,-1.4838
6626,0.10005,13.509,0.0,0.85581,-1.4361
6627,0.10005,12.947,0.0,0.8417,-1.4011
6628,0.10005,12.662,12.88,0.85381,-0.99004
6629,0.11855,14.963,180.32,0.93969,4.0614
6630,0.16244,18.169,418.6,1.0416,11.477
6631,0.22624,20.693,714.84,0.95414,20.952
6632,0.29419,21.875,1004.6,0.89873,30.281
6633,0.32451,23.764,1545.6,0.8232,34.281
6634,0.33065,25.405,1713.0,0.66959,35.081
6635,0.33816,26.522,1700.2,0.66188,36.056
6636,0.34184,26.018,1223.6,0.8232,36.532
6637,0.32371,26.26,1107.7,1.0014,34.178
6638,0.24197,25.763,772.8,1.1069,23.164
6639,0.29392,24.981,991.76,1.0819,30.245
6640,0.21618,24.52,663.32,1.0031,19.514
6641,0.15465,23.725,379.96,0.90442,10.242
6642,0.11081,21.533,141.68,0.67973,2.561
6643,0.10005,18.435,19.32,0.62463,-1.1668
6644,0.10005,17.313,0.0,0.93786,-1.6966
6645,0.10005,15.571,0.0,0.91008,-1.5719
6646,0.10005,14.014,0.0,0.72363,-1.4682
6647,0.10005,12.655,0.0,0.61636,-1.3833
6648,0.10005,11.448,0.0,0.5488,-1.312
6649,0.10005,10.408,0.0,0.54233,-1.2536
6650,0.10005,9.7524,0.0,0.55808,-1.2181
6651,0.10005,9.6368,0.0,0.60515,-1.2119
6652,0.10005,9.6028,19.32,0.65929,-0.63272
6653,0.11721,11.864,206.08,0.77832,3.8107
6654,0.14211,15.207,605.36,0.62189,8.1953
6655,0.23275,19.141,1024.0,0.54233,21.871
6656,0.30192,22.106,1455.4,0.54233,31.309
6657,0.32102,24.31,1829.0,0.63009,33.825
6658,0.33288,26.127,2138.1,0.62189,35.373
6659,0.33467,27.306,2228.2,0.54233,35.602
6660,0.33779,27.778,2215.4,0.54233,36.008
6661,0.33408,27.216,1951.3,0.54233,35.525
6662,0.33824,26.374,1687.3,0.68225,36.067
6663,0.32864,24.846,1133.4,0.85381,34.819
6664,0.23378,24.242,740.6,0.9415,22.017
6665,0.17074,23.154,457.24,0.92129,12.765
6666,0.11305,20.999,154.56,0.8064,3.0075
6667,0.10005,18.119,19.32,0.93421,-1.1437
6668,0.10005,15.893,0.0,0.93421,-1.5943
6669,0.10005,14.579,0.0,0.80852,-1.505
6670,0.10005,13.68,0.0,0.66959,-1.4469
6671,0.10005,12.745,0.0,0.54233,-1.3888
6672,0.10005,11.94,0.0,0.54233,-1.3406
6673,0.10005,11.341,0.0,0.54233,-1.3059
6674,0.10005,10.654,0.0,0.54233,-1.2672
6675,0.10005,10.031,0.0,0.54567,-1.233
6676,0.10005,9.9584,19.32,0.61358,-0.6502
6677,0.11843,12.134,231.84,0.78271,4.0397
6678,0.14119,15.121,637.56,0.86773,8.0417
6679,0.2168,18.704,953.12,0.7093,19.602
6680,0.29969,21.73,1262.2,0.54233,31.012
6681,0.31795,24.716,1668.0,0.54233,33.42
6682,0.33057,26.685,1874.0,0.54233,35.071
6683,0.33497,27.351,1822.5,0.54233,35.641
6684,0.34753,27.999,1886.9,0.64086,37.264
6685,0.36008,28.578,2009.3,0.77832,38.875
6686,0.35819,27.986,1745.2,0.84373,38.633
6687,0.34906,26.85,1339.5,0.84373,37.463
6688,0.27744,25.907,920.92,0.86378,28.031
6689,0.20324,25.176,605.36,0.8697,17.64
6690,0.11368,22.537,161.0,0.65145,3.1313
6691,0.10005,18.238,19.32,0.56113,-1.1524
6692,0.10005,16.555,0.0,0.54233,-1.6411
6693,0.10005,16.027,0.0,0.54233,-1.6036
6694,0.10005,15.422,0.0,0.54233,-1.5617
6695,0.10005,14.251,0.0,0.54233,-1.4836
6696,0.10005,13.3,0.0,0.54233,-1.423
6697,0.10005,13.053,0.0,0.54233,-1.4077
6698,0.10005,12.84,0.0,0.54233,-1.3946
6699,0.10005,11.729,0.0,0.555,-1.3283
6700,0.10005,10.917,19.32,0.61078,-0.69885
6701,0.12455,13.242,238.28,0.71889,5.1667
6702,0.16761,16.844,676.2,0.88723,12.282
6703,0.27487,20.051,1127.0,0.84576,27.688
6704,0.31817,23.296,1545.6,0.7165,33.452
6705,0.33242,26.059,1886.9,0.62189,35.312
6706,0.34896,28.002,2144.5,0.66188,37.451
6707,0.36281,29.172,2260.4,0.74,39.224
6708,0.37065,29.707,2273.3,0.80427,40.223
6709,0.37319,29.741,2157.4,0.85181,40.545
6710,0.37111,29.343,1932.0,0.88336,40.281
6711,0.36337,28.348,1584.2,0.90253,39.297
6712,0.33414,26.931,1146.3,0.89108,35.533
6713,0.22102,25.896,682.64,0.82528,20.207
6714,0.1258,23.708,231.84,0.60232,5.3886
6715,0.10005,20.998,19.32,0.62463,-1.3677
6716,0.10005,19.768,0.0,0.55808,-1.8893
6717,0.10005,18.204,0.0,0.54233,-1.7642
6718,0.10005,16.451,0.0,0.54233,-1.6337
6719,0.10005,15.804,0.0,0.58502,-1.588
6720,0.10005,15.368,0.0,0.64352,-1.558
6721,0.10005,14.889,0.0,0.68475,-1.5256
6722,0.10005,14.51,0.0,0.7093,-1.5005
6723,0.10005,14.087,0.0,0.73536,-1.4729
6724,0.10005,13.835,0.0,0.77391,-1.4567
6725,0.13174,16.375,257.6,0.82112,6.4329
6726,0.21756,20.546,676.2,0.98936,19.714
6727,0.3222,23.563,1127.0,0.93786,33.98
6728,0.34672,26.47,1552.0,0.86179,37.159
6729,0.36147,28.398,1893.4,0.8417,39.053
6730,0.37323,29.588,2060.8,0.88336,40.55
6731,0.37689,29.782,1854.7,0.93421,41.015
6732,0.37516,29.419,1487.6,0.97718,40.797
6733,0.37735,29.544,1461.9,1.0099,41.071
6734,0.36961,29.085,1275.1,1.035,40.091
6735,0.32105,28.554,1088.4,1.0031,33.828
6736,0.25194,27.515,811.44,0.88336,24.549
6737,0.16657,26.053,437.92,0.61913,12.12
6738,0.10868,24.979,135.24,0.54233,2.1228
6739,0.10005,22.447,12.88,0.54233,-1.703
6740,0.10005,20.695,0.0,0.54233,-1.9677
6741,0.10005,19.143,0.0,0.59661,-1.8383
6742,0.10005,18.013,0.0,0.68475,-1.7495
6743,0.10005,17.295,0.0,0.73536,-1.6953
6744,0.10005,16.63,0.0,0.74691,-1.6465
6745,0.10005,16.065,0.0,0.74,-1.6063
6746,0.10005,15.525,0.0,0.70689,-1.5687
6747,0.10005,15.044,0.0,0.65929,-1.536
6748,0.10005,15.01,0.0,0.65407,-1.5337
6749,0.12932,17.339,244.72,0.65929,6.0131
6750,0.21364,21.392,656.88,0.91757,19.149
6751,0.3215,24.138,1107.7,0.93054,33.886
6752,0.34973,26.926,1526.3,0.84576,37.549
6753,0.36606,29.049,1874.0,0.8232,39.638
6754,0.37995,30.448,2125.2,0.86575,41.402
6755,0.38725,31.053,2131.6,0.9082,42.322
6756,0.3877,30.967,1899.8,0.93786,42.38
6757,0.38259,30.32,1545.6,0.95772,41.734
6758,0.36363,29.723,1249.4,0.98068,39.331
6759,0.22945,29.329,714.84,0.94875,21.406
6760,0.16209,28.662,418.6,0.84979,11.419
6761,0.12846,26.955,251.16,0.68475,5.8601
6762,0.10495,24.392,109.48,0.54233,1.3135
6763,0.10005,22.041,12.88,0.68973,-1.6667
6764,0.10005,20.351,0.0,0.93421,-1.9382
6765,0.10005,18.867,0.0,0.89108,-1.8161
6766,0.10005,18.18,0.0,0.8598,-1.7623
6767,0.10005,18.218,0.0,0.91383,-1.7652
6768,0.10005,17.416,0.0,0.68475,-1.7043
6769,0.10005,17.37,0.0,0.60232,-1.7008
6770,0.10005,16.826,0.0,0.60515,-1.6608
6771,0.10005,16.323,0.0,0.54233,-1.6245
6772,0.10005,15.535,0.0,0.54233,-1.5694
6773,0.12252,17.331,206.08,0.54233,4.7989
6774,0.20485,20.62,618.24,0.54233,17.875
6775,0.3149,23.897,1081.9,0.60232,33.023
6776,0.34133,26.983,1552.0,0.65929,36.466
6777,0.35107,29.115,1893.4,0.58502,37.721
6778,0.36217,30.605,2131.6,0.58794,39.142
6779,0.37499,31.05,2112.3,0.69468,40.774
6780,0.38424,31.321,2067.2,0.80001,41.942
6781,0.38354,30.917,1944.9,0.85381,41.853
6782,0.34947,28.993,1197.8,0.81903,37.516
6783,0.19776,27.758,579.6,0.68725,16.837
6784,0.16506,27.21,431.48,1.0267,11.888
6785,0.11722,25.267,186.76,1.3595,3.8136
6786,0.10196,22.679,83.72,1.4222,0.59645
6787,0.10005,20.686,12.88,1.2602,-1.5502
6788,0.10005,19.838,0.0,1.1177,-1.8951
6789,0.10005,19.221,0.0,0.96307,-1.8446
6790,0.10005,18.164,0.0,0.74,-1.7611
6791,0.10005,17.645,0.0,0.64352,-1.7215
6792,0.10005,17.532,0.0,0.65929,-1.7129
6793,0.10005,17.292,0.0,0.68973,-1.695
6794,0.10005,16.907,0.0,0.72835,-1.6667
6795,0.10005,16.427,0.0,0.79786,-1.632
6796,0.10005,15.99,0.0,0.87753,-1.601
6797,0.12693,17.997,231.84,1.0579,5.5925
6798,0.21049,20.624,644.0,1.17,18.695
6799,0.3198,24.057,1101.2,1.1069,33.667
6800,0.35487,26.768,1539.2,1.0724,38.207
6801,0.36585,28.441,1874.0,0.95235,39.612
6802,0.36866,29.361,1977.1,0.8232,39.97
6803,0.37097,30.404,2202.5,0.71171,40.264
6804,0.36173,30.018,1906.2,0.63009,39.085
6805,0.35811,29.726,1751.7,0.61358,38.622
6806,0.36137,28.927,1494.1,0.74919,39.04
6807,0.33204,28.095,1133.4,0.97543,35.264
6808,0.23649,27.248,747.04,1.1268,22.397
6809,0.17209,25.963,463.68,1.0945,12.975
6810,0.11427,24.132,167.44,0.9415,3.2462
6811,0.10005,20.806,19.32,0.81274,-1.3518
6812,0.10005,19.401,0.0,0.79572,-1.8592
6813,0.10005,18.293,0.0,0.71171,-1.7711
6814,0.10005,16.48,0.0,0.54233,-1.6358
6815,0.10005,15.494,0.0,0.54233,-1.5666
6816,0.10005,14.777,0.0,0.54233,-1.5181
6817,0.10005,14.134,0.0,0.54233,-1.4759
6818,0.10005,13.647,0.0,0.57021,-1.4448
6819,0.10005,13.323,0.0,0.63009,-1.4244
6820,0.10005,13.041,0.0,0.67721,-1.4069
6821,0.12388,15.516,212.52,0.85381,5.0457
6822,0.20001,18.751,598.92,0.89491,17.167
6823,0.30648,22.213,1062.6,0.74461,31.913
6824,0.33192,25.548,1526.3,0.67468,35.247
6825,0.3505,27.803,1874.0,0.71171,37.648
6826,0.36414,29.136,2028.6,0.76948,39.394
6827,0.37242,29.983,2105.9,0.79356,40.447
6828,0.37854,30.597,2196.0,0.81063,41.223
6829,0.37669,30.202,1925.6,0.8417,40.989
6830,0.37108,29.312,1487.6,0.88916,40.277
6831,0.32764,28.626,1114.1,0.93786,34.691
6832,0.27729,28.094,914.48,0.97191,28.011
6833,0.18473,27.386,521.64,0.97191,14.899
6834,0.11501,25.196,173.88,0.78707,3.3904
6835,0.10005,22.012,19.32,0.74691,-1.454
6836,0.10005,20.971,0.0,0.78271,-1.9916
6837,0.10005,20.086,0.0,0.72835,-1.9158
6838,0.10005,18.649,0.0,0.61078,-1.7989
6839,0.10005,17.575,0.0,0.59373,-1.7162
6840,0.10005,17.002,0.0,0.6328,-1.6736
6841,0.10005,16.409,0.0,0.63009,-1.6307
6842,0.10005,15.573,0.0,0.57618,-1.572
6843,0.10005,14.947,0.0,0.59661,-1.5295
6844,0.10005,14.641,0.0,0.66703,-1.5091
6845,0.12706,17.065,231.84,0.89682,5.6146
6846,0.2131,20.077,656.88,0.94513,19.072
6847,0.31771,23.174,1107.7,0.93237,33.39
6848,0.34602,25.93,1519.8,0.98763,37.072
6849,0.36405,27.89,1854.7,1.0563,39.381
6850,0.37723,29.3,2112.3,1.0851,41.06
6851,0.38536,30.166,2196.0,1.0898,42.084
6852,0.38872,30.634,2183.2,1.0929,42.507
6853,0.38682,30.331,1886.9,1.0992,42.269
6854,0.38584,30.181,1803.2,1.1054,42.146
6855,0.37849,29.317,1474.8,1.1284,41.217
6856,0.33404,28.447,1139.9,1.1434,35.522
6857,0.20654,27.468,618.24,1.1344,18.122
6858,0.12288,25.627,218.96,0.98416,4.8618
6859,0.10005,22.079,19.32,0.8064,-1.4598
6860,0.10005,20.958,0.0,0.83967,-1.9905
6861,0.10005,19.666,0.0,0.74231,-1.8809
6862,0.10005,18.557,0.0,0.63818,-1.7916
6863,0.10005,17.517,0.0,0.54253,-1.7118
6864,0.10005,16.891,0.0,0.54233,-1.6655
6865,0.10005,16.464,0.0,0.54233,-1.6346
6866,0.10005,16.194,0.0,0.54233,-1.6154
6867,0.10005,15.812,0.0,0.54233,-1.5886
6868,0.10005,15.534,0.0,0.54233,-1.5693
6869,0.12696,17.797,231.84,0.57021,5.5975
6870,0.2135,21.059,656.88,0.64086,19.13
6871,0.31554,24.334,1114.1,0.54233,33.105
6872,0.34752,26.794,1532.7,0.81484,37.266
6873,0.36799,28.71,1874.0,0.94694,39.884
6874,0.38143,29.999,2125.2,1.0099,41.59
6875,0.38935,30.742,2234.7,1.0465,42.588
6876,0.39117,31.06,2228.2,1.0692,42.815
6877,0.39046,30.932,2093.0,1.0819,42.726
6878,0.38771,30.473,1906.2,1.0819,42.383
6879,0.37828,29.459,1558.5,1.0692,41.19
6880,0.33714,28.256,1152.8,1.0482,35.923
6881,0.22589,27.25,701.96,1.0065,20.901
6882,0.13036,24.636,257.6,0.75147,6.1938
6883,0.10005,20.739,19.32,0.69959,-1.3463
6884,0.10005,19.675,0.0,0.76502,-1.8817
6885,0.10005,18.837,0.0,0.80001,-1.8138
6886,0.10005,17.698,0.0,0.74919,-1.7255
6887,0.10005,16.659,0.0,0.65929,-1.6487
6888,0.10005,15.932,0.0,0.59373,-1.597
6889,0.10005,15.617,0.0,0.57914,-1.5751
6890,0.10005,15.588,0.0,0.55808,-1.573
6891,0.10005,15.665,0.0,0.54233,-1.5784
6892,0.10005,15.535,0.0,0.54233,-1.5694
6893,0.12585,17.587,225.4,0.68725,5.3998
6894,0.21344,20.899,656.88,1.0787,19.121
6895,0.32022,24.436,1101.2,1.3081,33.72
6896,0.36179,27.251,1513.4,1.3906,39.094
6897,0.38008,29.367,1854.7,1.3557,41.417
6898,0.39077,30.986,2099.4,1.3315,42.764
6899,0.39563,31.987,2202.5,1.3481,43.378
6900,0.39735,32.433,2189.6,1.377,43.594
6901,0.39609,32.1,1867.6,1.4101,43.436
6902,0.3949,31.817,1841.8,1.4318,43.287
6903,0.38487,30.494,1326.6,1.4378,42.024
6904,0.26382,29.59,856.52,1.4162,26.181
6905,0.17331,28.33,470.12,1.275,13.163
6906,0.11277,25.335,161.0,0.74919,2.9529
6907,0.10005,22.473,12.88,0.54233,-1.7054
6908,0.10005,21.464,0.0,0.54233,-2.0351
6909,0.10005,20.566,0.0,0.56418,-1.9565
6910,0.10005,19.661,0.0,0.5732,-1.8804
6911,0.10005,19.046,0.0,0.59373,-1.8304
6912,0.10005,18.624,0.0,0.67468,-1.7969
6913,0.10005,18.009,0.0,0.74461,-1.7492
6914,0.10005,17.335,0.0,0.77832,-1.6982
6915,0.10005,16.578,0.0,0.79356,-1.6428
6916,0.10005,16.071,0.0,0.81694,-1.6067
6917,0.11703,17.51,173.88,0.96838,3.7795
6918,0.20048,20.104,598.92,0.99454,17.236
6919,0.30461,23.029,1043.3,0.84373,31.665
6920,0.3363,26.015,1461.9,0.69468,35.815
6921,0.36174,28.269,1816.1,0.87558,39.088
6922,0.37888,29.771,2054.4,0.99454,41.267
6923,0.38937,30.759,2170.3,1.0383,42.59
6924,0.39127,31.078,2022.2,1.0595,42.828
6925,0.39093,31.017,1848.3,1.0692,42.785
6926,0.38341,30.074,1545.6,1.0514,41.838
6927,0.28427,29.111,940.24,1.0234,28.952
6928,0.17754,28.709,489.44,0.99797,13.808
6929,0.12321,28.072,225.4,0.95772,4.9218
6930,0.10432,26.155,109.48,1.0267,1.1705
6931,0.10005,23.115,12.88,1.2479,-1.7642
6932,0.10005,20.774,0.0,1.2089,-1.9745
6933,0.10005,19.315,0.0,0.95951,-1.8522
6934,0.10005,17.95,0.0,0.7165,-1.7446
6935,0.10005,17.213,0.0,0.66188,-1.6892
6936,0.10005,16.744,0.0,0.65929,-1.6548
6937,0.10005,16.256,0.0,0.65669,-1.6198
6938,0.10005,15.631,0.0,0.62737,-1.576
6939,0.10005,15.097,0.0,0.62189,-1.5395
6940,0.10005,15.121,0.0,0.66446,-1.5412
6941,0.12249,17.484,206.08,0.71889,4.7944
6942,0.20775,20.848,631.12,0.85781,18.297
6943,0.31639,23.794,1088.4,0.67468,33.216
6944,0.33376,27.167,1513.4,0.54233,35.483
6945,0.35046,29.648,1861.2,0.54233,37.643
6946,0.36483,31.374,2118.8,0.56113,39.481
6947,0.37947,32.21,2234.7,0.63818,41.341
6948,0.38694,32.571,2228.2,0.68725,42.284
6949,0.38549,32.322,2028.6,0.69468,42.101
6950,0.37515,31.29,1642.2,0.67214,40.795
6951,0.32525,29.601,1101.2,0.5672,34.377
6952,0.22926,28.537,714.84,0.54233,21.379
6953,0.15402,27.965,379.96,0.54233,10.139
6954,0.10602,26.766,122.36,0.54233,1.5503
6955,0.10005,24.124,12.88,0.60515,-1.8602
6956,0.10005,22.748,0.0,0.69468,-2.1529
6957,0.10005,21.434,0.0,0.75147,-2.0324
6958,0.10005,20.191,0.0,0.74461,-1.9246
6959,0.10005,20.126,0.0,0.94694,-1.9192
6960,0.10005,20.34,0.0,1.1671,-1.9373
6961,0.10005,20.1,0.0,1.1744,-1.917
6962,0.10005,19.747,0.0,1.0756,-1.8876
6963,0.10005,18.811,0.0,0.97367,-1.8117
6964,0.10005,17.864,0.0,0.925,-1.7381
6965,0.11656,19.793,173.88,1.0416,3.6875
6966,0.19409,22.307,566.72,1.0183,16.295
6967,0.297,24.914,1004.6,0.82735,30.655
6968,0.34546,26.449,1326.6,0.83147,37.0
6969,0.34702,27.565,1564.9,0.68225,37.198
6970,0.35162,29.117,1867.6,0.59084,37.791
6971,0.3687,29.606,1964.2,0.78271,39.974
6972,0.38116,30.088,2067.2,0.97718,41.556
6973,0.3779,29.398,1751.7,1.0756,41.142
6974,0.37419,28.893,1693.7,1.11,40.672
6975,0.36529,27.736,1481.2,1.1744,39.539
6976,0.30425,25.971,1030.4,1.2804,31.618
6977,0.2131,24.002,650.44,1.3134,19.071
6978,0.11611,21.597,173.88,1.2844,3.6014
6979,0.10005,18.857,12.88,1.1788,-1.4039
6980,0.10005,17.608,0.0,1.0913,-1.7187
6981,0.10005,16.91,0.0,1.0048,-1.6669
6982,0.10005,16.219,0.0,0.94694,-1.6172
6983,0.10005,15.382,0.0,0.86575,-1.5589
6984,0.10005,14.433,0.0,0.77832,-1.4954
6985,0.10005,13.672,0.0,0.74461,-1.4464
6986,0.10005,12.778,0.0,0.66959,-1.3908
6987,0.10005,11.755,0.0,0.57914,-1.3298
6988,0.10005,10.977,0.0,0.54233,-1.2853
6989,0.11266,12.98,141.68,0.67214,2.9305
6990,0.15462,16.106,457.24,0.96484,10.232
6991,0.22095,18.812,882.28,1.1162,20.197
6992,0.29826,21.512,1416.8,1.2075,30.823
6993,0.3261,23.901,1848.3,1.2396,34.485
6994,0.34634,25.73,2080.1,1.2465,37.112
6995,0.36101,27.171,2228.2,1.2479,38.995
6996,0.36937,28.07,2228.2,1.2451,40.059
6997,0.37351,28.548,2138.1,1.2285,40.586
6998,0.37265,28.499,1886.9,1.2018,40.475
6999,0.36731,27.992,1552.0,1.1627,39.798
7000,0.33268,27.093,1139.9,1.1253,35.343
7001,0.22259,26.211,689.08,1.0803,20.432
7002,0.12806,24.186,244.72,0.9082,5.7898
7003,0.10005,20.781,19.32,0.85581,-1.3497
7004,0.10005,19.56,0.0,0.86575,-1.8722
7005,0.10005,18.006,0.0,0.73303,-1.7489
7006,0.10005,16.659,0.0,0.6328,-1.6487
7007,0.10005,15.519,0.0,0.57914,-1.5683
7008,0.10005,14.739,0.0,0.59661,-1.5156
7009,0.10005,14.569,0.0,0.68973,-1.5043
7010,0.10005,14.545,0.0,0.78707,-1.5028
7011,0.10005,14.293,0.0,0.87166,-1.4863
7012,0.10005,14.116,0.0,0.93969,-1.4748
7013,0.12488,16.413,218.96,1.074,5.2262
7014,0.21584,19.839,669.76,1.1788,19.465
7015,0.32118,23.473,1139.9,1.0627,33.843
7016,0.35609,27.101,1564.9,1.0065,38.364
7017,0.37267,29.073,1906.2,0.99454,40.479
7018,0.38592,30.457,2163.8,1.0183,42.155
7019,0.39273,31.354,2279.8,1.0644,43.01
7020,0.39489,31.811,2286.2,1.1069,43.283
7021,0.39484,31.798,2163.8,1.1344,43.276
7022,0.3923,31.272,1906.2,1.1268,42.957
7023,0.3865,30.282,1558.5,1.0992,42.229
7024,0.33479,29.219,1139.9,1.0432,35.62
7025,0.22311,28.194,689.08,0.89491,20.506
7026,0.13025,25.073,257.6,0.54233,6.1735
7027,0.10005,22.513,0.0,0.54233,-2.1308
7028,0.10005,21.374,0.0,0.54233,-2.0271
7029,0.10005,20.197,0.0,0.57618,-1.9252
7030,0.10005,19.36,0.0,0.69221,-1.8558
7031,0.10005,18.638,0.0,0.71889,-1.798
7032,0.10005,18.201,0.0,0.73303,-1.7639
7033,0.10005,17.8,0.0,0.74,-1.7332
7034,0.10005,17.44,0.0,0.73769,-1.706
7035,0.10005,17.047,0.0,0.73303,-1.677
7036,0.10005,16.536,0.0,0.73303,-1.6398
7037,0.11901,18.545,186.76,0.73769,4.1487
7038,0.20276,23.081,605.36,0.92315,17.57
7039,0.31231,26.068,1062.6,0.94694,32.681
7040,0.35927,28.881,1487.6,0.71889,38.772
7041,0.36687,30.726,1822.5,0.62737,39.742
7042,0.37149,32.088,2073.7,0.5732,40.329
7043,0.36979,32.399,2009.3,0.54233,40.114
7044,0.36607,31.877,1719.5,0.54233,39.639
7045,0.35966,30.97,1352.4,0.54233,38.822
7046,0.34419,30.347,1172.1,0.54233,36.835
7047,0.25604,29.872,824.32,0.59084,25.114
7048,0.19488,29.608,566.72,0.66703,16.411
7049,0.14173,29.117,322.0,0.75147,8.1299
7050,0.10324,26.582,103.04,0.65669,0.9174
7051,0.10005,23.048,0.0,0.64618,-2.1814
7052,0.10005,21.728,0.0,0.60797,-2.0588
7053,0.10005,20.926,0.0,0.54233,-1.9876
